id,factory_number,downtime_duration
4861,factory_number_1017,1
8193,factory_number_1010,1
4080,factory_number_62,1
9566,factory_number_808,0
19,factory_number_644,1
18281,factory_number_181,0
13864,factory_number_1049,0
10161,factory_number_1007,0
1847,factory_number_477,0
9091,factory_number_821,0
18184,factory_number_823,0
8216,factory_number_181,0
6523,factory_number_496,0
17646,factory_number_756,1
9040,factory_number_1107,2
16742,factory_number_814,0
3442,factory_number_809,0
2671,factory_number_256,0
6722,factory_number_465,0
4170,factory_number_1065,0
1861,factory_number_627,1
13838,factory_number_1007,0
5774,factory_number_208,0
15104,factory_number_599,0
4169,factory_number_704,1
11517,factory_number_942,1
11400,factory_number_827,1
8732,factory_number_124,0
2151,factory_number_305,0
11472,factory_number_821,0
3499,factory_number_849,0
11025,factory_number_890,0
4756,factory_number_745,2
5291,factory_number_803,0
7367,factory_number_962,1
12659,factory_number_317,0
15784,factory_number_599,0
13442,factory_number_704,1
17399,factory_number_479,0
11824,factory_number_613,0
16897,factory_number_244,0
14559,factory_number_118,0
5473,factory_number_240,0
5471,factory_number_921,1
15681,factory_number_707,0
18387,factory_number_690,0
4635,factory_number_161,1
13977,factory_number_508,0
15658,factory_number_478,0
13986,factory_number_891,0
12267,factory_number_957,0
9770,factory_number_696,0
15014,factory_number_457,0
112,factory_number_963,0
1771,factory_number_864,2
7211,factory_number_798,0
11574,factory_number_443,0
6648,factory_number_1008,0
10658,factory_number_1015,0
12647,factory_number_426,0
12646,factory_number_380,0
7435,factory_number_1100,2
8421,factory_number_270,0
2409,factory_number_912,1
7504,factory_number_1016,1
3889,factory_number_373,0
17662,factory_number_322,1
2099,factory_number_897,0
17219,factory_number_476,0
1266,factory_number_246,1
13393,factory_number_856,1
11030,factory_number_808,0
13755,factory_number_834,0
17894,factory_number_1058,0
6494,factory_number_823,0
9034,factory_number_902,0
576,factory_number_322,0
2503,factory_number_473,0
13044,factory_number_17,1
9037,factory_number_473,0
14544,factory_number_1125,1
10784,factory_number_600,2
5299,factory_number_467,0
4531,factory_number_660,0
14863,factory_number_243,0
10520,factory_number_1019,2
15701,factory_number_509,0
3817,factory_number_276,0
892,factory_number_346,1
7039,factory_number_2,0
17182,factory_number_460,1
3428,factory_number_472,0
26,factory_number_238,0
7959,factory_number_802,0
9964,factory_number_389,0
17315,factory_number_288,0
17990,factory_number_396,0
3697,factory_number_116,0
4199,factory_number_280,1
17663,factory_number_559,2
6310,factory_number_1112,0
9681,factory_number_943,0
4018,factory_number_135,0
14394,factory_number_152,1
15340,factory_number_709,0
16998,factory_number_1031,1
15389,factory_number_181,0
16417,factory_number_884,1
17835,factory_number_378,1
12801,factory_number_899,0
9033,factory_number_1061,2
15517,factory_number_1018,1
15276,factory_number_2,1
4122,factory_number_565,2
1803,factory_number_1023,0
13517,factory_number_157,0
6661,factory_number_32,0
16866,factory_number_821,1
3308,factory_number_1025,1
6016,factory_number_707,0
15355,factory_number_27,1
608,factory_number_1008,1
17118,factory_number_895,1
16300,factory_number_527,0
279,factory_number_400,0
10472,factory_number_484,0
5120,factory_number_932,0
7818,factory_number_1010,0
8431,factory_number_846,0
12984,factory_number_942,0
11023,factory_number_902,0
17532,factory_number_161,0
15116,factory_number_976,0
16268,factory_number_837,1
1902,factory_number_1113,1
3863,factory_number_135,0
64,factory_number_921,0
11444,factory_number_1007,1
10158,factory_number_13,1
15091,factory_number_460,1
16864,factory_number_127,0
5889,factory_number_794,0
14760,factory_number_808,0
3561,factory_number_208,1
4450,factory_number_890,0
7610,factory_number_653,1
18397,factory_number_603,0
10787,factory_number_284,0
16144,factory_number_818,1
5933,factory_number_878,0
13147,factory_number_7,0
17268,factory_number_599,2
7182,factory_number_126,0
18451,factory_number_1107,0
17687,factory_number_931,0
6443,factory_number_995,1
14167,factory_number_118,0
10357,factory_number_501,0
15912,factory_number_648,1
954,factory_number_618,0
9458,factory_number_242,0
14001,factory_number_812,0
12490,factory_number_704,2
11051,factory_number_984,1
12099,factory_number_957,0
7130,factory_number_816,0
7483,factory_number_889,0
12528,factory_number_627,0
4668,factory_number_305,0
3590,factory_number_998,2
3807,factory_number_1058,0
4293,factory_number_1107,1
16396,factory_number_742,0
17169,factory_number_505,0
17193,factory_number_1048,0
18472,factory_number_413,1
912,factory_number_1090,1
16200,factory_number_912,1
12992,factory_number_1120,0
10721,factory_number_1042,1
6902,factory_number_1019,2
15436,factory_number_893,0
12054,factory_number_825,1
13443,factory_number_1049,0
10074,factory_number_211,1
12139,factory_number_155,0
10389,factory_number_124,0
1501,factory_number_322,1
16704,factory_number_490,0
16931,factory_number_7,2
938,factory_number_1107,2
12063,factory_number_9,0
14004,factory_number_684,2
5333,factory_number_1067,0
18163,factory_number_480,0
17417,factory_number_243,0
8759,factory_number_1018,0
15801,factory_number_1008,2
4107,factory_number_707,0
3844,factory_number_805,0
2277,factory_number_836,0
16693,factory_number_723,0
8293,factory_number_407,0
9075,factory_number_793,0
2398,factory_number_126,0
8471,factory_number_196,0
17037,factory_number_1100,2
5021,factory_number_972,1
2251,factory_number_330,0
16682,factory_number_777,1
4715,factory_number_1116,0
11476,factory_number_504,0
8548,factory_number_948,1
8693,factory_number_892,0
12468,factory_number_165,0
2711,factory_number_476,0
11020,factory_number_661,1
3941,factory_number_409,1
8176,factory_number_809,0
8935,factory_number_919,0
16363,factory_number_756,1
8473,factory_number_816,1
5962,factory_number_390,0
1341,factory_number_859,0
15768,factory_number_944,0
1216,factory_number_7,0
7988,factory_number_460,0
777,factory_number_1023,1
17944,factory_number_891,0
13785,factory_number_442,1
13828,factory_number_812,0
5550,factory_number_313,0
1105,factory_number_467,0
240,factory_number_892,1
5895,factory_number_95,0
11205,factory_number_899,1
3963,factory_number_619,0
14066,factory_number_488,0
5874,factory_number_1055,0
6465,factory_number_800,0
16949,factory_number_1,0
12216,factory_number_102,0
9032,factory_number_945,0
4577,factory_number_667,2
18139,factory_number_1072,2
18155,factory_number_124,0
2012,factory_number_477,0
6380,factory_number_126,0
11766,factory_number_1008,0
7369,factory_number_778,1
10374,factory_number_744,0
9277,factory_number_1042,2
11990,factory_number_87,2
14752,factory_number_653,0
6051,factory_number_1107,1
581,factory_number_1007,0
845,factory_number_995,2
16616,factory_number_122,0
11153,factory_number_1047,0
18332,factory_number_477,0
5961,factory_number_1008,2
7838,factory_number_584,0
3182,factory_number_157,0
14516,factory_number_899,1
7720,factory_number_991,2
3612,factory_number_488,0
2318,factory_number_304,0
18076,factory_number_1000,0
14751,factory_number_478,0
15166,factory_number_957,1
15572,factory_number_691,1
9238,factory_number_488,0
3260,factory_number_95,1
10008,factory_number_172,0
14039,factory_number_839,0
9708,factory_number_344,0
4250,factory_number_962,2
9645,factory_number_314,0
4092,factory_number_1019,0
5216,factory_number_476,0
17187,factory_number_798,1
7323,factory_number_135,0
3950,factory_number_484,0
9376,factory_number_484,0
11617,factory_number_762,0
6571,factory_number_124,0
17067,factory_number_885,0
2860,factory_number_798,1
6346,factory_number_1107,2
3258,factory_number_989,2
15905,factory_number_353,1
15599,factory_number_609,0
16816,factory_number_816,1
12535,factory_number_1042,1
1921,factory_number_508,0
11172,factory_number_380,0
5692,factory_number_674,2
17890,factory_number_83,1
13743,factory_number_878,0
15985,factory_number_460,1
11315,factory_number_147,0
4561,factory_number_112,1
13020,factory_number_478,0
6282,factory_number_445,0
8335,factory_number_684,2
17344,factory_number_794,0
11496,factory_number_74,1
5248,factory_number_852,1
1768,factory_number_943,1
7313,factory_number_1020,2
17372,factory_number_127,0
3450,factory_number_444,1
15284,factory_number_1052,2
7540,factory_number_1052,0
5307,factory_number_520,0
5135,factory_number_745,1
11979,factory_number_120,0
9052,factory_number_1100,0
13841,factory_number_103,0
14352,factory_number_380,0
7378,factory_number_32,2
5337,factory_number_1,0
13507,factory_number_155,0
10531,factory_number_755,0
8765,factory_number_1033,1
3531,factory_number_691,0
10025,factory_number_414,0
12317,factory_number_244,0
18288,factory_number_599,0
13348,factory_number_817,0
1438,factory_number_37,1
11687,factory_number_1026,0
9605,factory_number_244,0
7086,factory_number_506,0
14372,factory_number_300,1
678,factory_number_363,0
3348,factory_number_817,0
9820,factory_number_931,0
5490,factory_number_522,0
18405,factory_number_837,1
18057,factory_number_653,0
684,factory_number_704,2
788,factory_number_481,1
12068,factory_number_899,0
794,factory_number_646,0
16615,factory_number_236,1
13691,factory_number_845,2
3272,factory_number_406,1
12305,factory_number_131,1
2641,factory_number_481,0
149,factory_number_504,0
4631,factory_number_497,0
9620,factory_number_1046,2
4108,factory_number_613,2
10831,factory_number_469,0
6053,factory_number_928,1
8167,factory_number_325,1
18358,factory_number_73,1
10320,factory_number_357,0
616,factory_number_885,1
5359,factory_number_995,2
999,factory_number_704,1
10272,factory_number_1075,0
1964,factory_number_1111,0
5353,factory_number_734,2
3454,factory_number_1044,0
15719,factory_number_126,0
9558,factory_number_619,0
1658,factory_number_126,0
16804,factory_number_469,0
16467,factory_number_468,0
3975,factory_number_476,0
16885,factory_number_467,0
5825,factory_number_122,0
17485,factory_number_282,0
15506,factory_number_686,0
7972,factory_number_734,0
14413,factory_number_147,0
9236,factory_number_845,2
7516,factory_number_276,1
12531,factory_number_401,0
12052,factory_number_817,0
2416,factory_number_358,0
11373,factory_number_175,1
17199,factory_number_475,0
9329,factory_number_1080,1
10451,factory_number_333,0
10894,factory_number_128,0
1239,factory_number_244,0
3497,factory_number_673,0
11589,factory_number_1100,2
17753,factory_number_704,1
15344,factory_number_173,1
11632,factory_number_382,0
8071,factory_number_133,1
15914,factory_number_155,0
8774,factory_number_100,0
17991,factory_number_430,0
16721,factory_number_744,0
8115,factory_number_745,2
14365,factory_number_177,0
1739,factory_number_365,1
11848,factory_number_892,0
16073,factory_number_441,0
14092,factory_number_17,1
5052,factory_number_124,0
12985,factory_number_533,0
9348,factory_number_276,0
5899,factory_number_808,0
15545,factory_number_738,0
16174,factory_number_925,0
348,factory_number_962,1
9537,factory_number_921,0
14338,factory_number_289,0
9294,factory_number_140,0
11863,factory_number_760,1
15706,factory_number_691,0
11167,factory_number_343,0
13632,factory_number_1037,0
1981,factory_number_600,1
16667,factory_number_228,0
11411,factory_number_936,1
8180,factory_number_171,0
2569,factory_number_124,0
8286,factory_number_375,1
6691,factory_number_644,1
16638,factory_number_977,1
16620,factory_number_744,1
4035,factory_number_710,1
16969,factory_number_255,0
13028,factory_number_478,0
3270,factory_number_79,1
10683,factory_number_484,0
6958,factory_number_989,0
12183,factory_number_490,0
13891,factory_number_491,0
15951,factory_number_734,2
2642,factory_number_957,0
1433,factory_number_270,0
12586,factory_number_469,0
8065,factory_number_157,0
14249,factory_number_821,2
4363,factory_number_507,0
3919,factory_number_814,0
10411,factory_number_744,1
5844,factory_number_763,0
15860,factory_number_821,1
2614,factory_number_885,0
9185,factory_number_790,0
488,factory_number_400,0
7665,factory_number_1063,0
16794,factory_number_651,0
15001,factory_number_1042,2
1451,factory_number_891,0
4288,factory_number_1070,0
15366,factory_number_380,0
10024,factory_number_91,0
14855,factory_number_363,0
7493,factory_number_691,1
16369,factory_number_905,0
6649,factory_number_976,0
5112,factory_number_704,2
4440,factory_number_1107,0
4254,factory_number_1018,0
4949,factory_number_613,1
1416,factory_number_325,0
16691,factory_number_979,0
2807,factory_number_451,0
4058,factory_number_767,1
16077,factory_number_821,1
1257,factory_number_1045,0
2942,factory_number_485,0
10191,factory_number_892,1
4275,factory_number_8,0
9330,factory_number_810,2
15280,factory_number_99,0
2535,factory_number_805,0
14206,factory_number_931,1
13003,factory_number_599,0
11978,factory_number_381,0
6720,factory_number_878,0
6647,factory_number_550,0
15193,factory_number_964,0
13664,factory_number_1079,0
811,factory_number_314,0
6761,factory_number_321,0
14497,factory_number_280,0
5030,factory_number_1042,2
5558,factory_number_91,0
17698,factory_number_466,0
6355,factory_number_759,0
15373,factory_number_961,1
18226,factory_number_408,0
13300,factory_number_613,1
12430,factory_number_267,0
8735,factory_number_903,0
15393,factory_number_312,0
5647,factory_number_995,0
12140,factory_number_91,0
8972,factory_number_998,0
3543,factory_number_380,0
15686,factory_number_742,1
12384,factory_number_14,0
13722,factory_number_756,1
2077,factory_number_518,0
13689,factory_number_1103,1
15306,factory_number_887,0
7612,factory_number_496,0
9412,factory_number_404,1
5502,factory_number_479,0
16269,factory_number_175,0
5121,factory_number_236,0
3054,factory_number_1050,0
679,factory_number_734,1
15122,factory_number_1049,1
4256,factory_number_504,0
13953,factory_number_92,0
8112,factory_number_122,0
9982,factory_number_834,1
16188,factory_number_282,0
14452,factory_number_484,0
3136,factory_number_821,2
2892,factory_number_120,1
1389,factory_number_87,1
18386,factory_number_526,0
5711,factory_number_808,0
6866,factory_number_325,1
16124,factory_number_122,0
17467,factory_number_339,0
10854,factory_number_97,1
9224,factory_number_658,0
16408,factory_number_471,0
10586,factory_number_404,1
17578,factory_number_704,1
10725,factory_number_320,0
5418,factory_number_538,1
14799,factory_number_462,1
1616,factory_number_541,2
3727,factory_number_734,2
8479,factory_number_522,0
5259,factory_number_1,0
6160,factory_number_1019,0
12682,factory_number_794,0
7432,factory_number_1061,2
9247,factory_number_181,0
7511,factory_number_122,0
544,factory_number_974,1
17511,factory_number_9,0
10551,factory_number_786,0
10876,factory_number_344,1
7495,factory_number_118,0
11441,factory_number_684,2
12710,factory_number_1086,2
14867,factory_number_1111,1
4886,factory_number_684,1
7126,factory_number_821,2
992,factory_number_579,0
2105,factory_number_234,0
812,factory_number_1024,0
10031,factory_number_311,1
6298,factory_number_600,2
7915,factory_number_244,0
6734,factory_number_666,1
6091,factory_number_476,0
15401,factory_number_133,0
575,factory_number_756,1
17293,factory_number_95,0
11156,factory_number_79,1
14581,factory_number_793,0
4717,factory_number_778,1
13660,factory_number_638,0
6421,factory_number_834,0
7231,factory_number_72,0
12098,factory_number_599,0
3215,factory_number_821,0
6936,factory_number_836,1
9010,factory_number_846,1
10122,factory_number_506,0
15383,factory_number_846,1
15145,factory_number_1107,0
16552,factory_number_1093,1
10966,factory_number_661,0
10459,factory_number_976,1
14949,factory_number_1091,0
8059,factory_number_802,0
7198,factory_number_794,1
15445,factory_number_1048,0
13181,factory_number_488,0
6834,factory_number_1015,1
223,factory_number_1107,0
13993,factory_number_491,0
18058,factory_number_1008,0
1638,factory_number_522,0
15309,factory_number_211,1
12594,factory_number_400,1
15770,factory_number_946,0
3506,factory_number_400,0
2703,factory_number_846,0
13610,factory_number_276,0
3515,factory_number_266,0
9134,factory_number_805,0
7185,factory_number_734,0
7393,factory_number_311,0
16301,factory_number_380,0
18213,factory_number_849,0
16040,factory_number_779,1
9817,factory_number_497,0
16697,factory_number_678,1
3582,factory_number_471,0
16952,factory_number_242,0
9207,factory_number_447,0
2748,factory_number_206,1
8933,factory_number_922,1
818,factory_number_821,0
2217,factory_number_793,0
3944,factory_number_793,0
4487,factory_number_938,0
8816,factory_number_962,0
7425,factory_number_124,0
14494,factory_number_987,0
320,factory_number_1100,2
12912,factory_number_491,0
4354,factory_number_480,0
11404,factory_number_1042,2
7582,factory_number_600,0
12806,factory_number_962,2
2143,factory_number_794,0
1308,factory_number_100,0
17564,factory_number_496,0
17914,factory_number_446,1
3765,factory_number_1010,0
15351,factory_number_525,0
4737,factory_number_488,0
4171,factory_number_466,0
15869,factory_number_1052,0
11042,factory_number_899,0
8987,factory_number_607,0
10765,factory_number_976,1
17661,factory_number_704,2
4303,factory_number_477,0
16629,factory_number_181,0
17366,factory_number_1066,0
3319,factory_number_1055,0
14207,factory_number_1053,1
18314,factory_number_1067,1
6640,factory_number_667,0
9591,factory_number_398,0
17284,factory_number_836,0
14545,factory_number_465,0
17405,factory_number_707,0
2608,factory_number_1095,0
9656,factory_number_818,0
1542,factory_number_457,0
11454,factory_number_804,1
12003,factory_number_655,1
16608,factory_number_845,0
2972,factory_number_491,0
12770,factory_number_895,1
12951,factory_number_830,2
6773,factory_number_177,1
11381,factory_number_501,0
17866,factory_number_128,0
13621,factory_number_895,0
135,factory_number_878,0
12583,factory_number_3,0
14610,factory_number_331,0
6832,factory_number_931,1
16995,factory_number_509,0
15816,factory_number_477,0
11029,factory_number_1054,1
2177,factory_number_1107,1
2240,factory_number_10,0
5637,factory_number_798,2
10296,factory_number_680,1
8831,factory_number_1008,0
11968,factory_number_1019,0
7794,factory_number_918,1
17685,factory_number_638,1
9654,factory_number_995,2
17847,factory_number_122,0
13169,factory_number_154,0
14093,factory_number_395,0
12674,factory_number_128,0
5564,factory_number_891,0
16192,factory_number_1042,1
4486,factory_number_12,0
2000,factory_number_505,0
7022,factory_number_644,0
17815,factory_number_892,1
7368,factory_number_976,0
4852,factory_number_1099,0
16281,factory_number_149,0
17310,factory_number_232,0
6052,factory_number_193,0
17343,factory_number_1107,2
7685,factory_number_494,0
7087,factory_number_74,0
17818,factory_number_496,0
18543,factory_number_998,1
11932,factory_number_338,0
9666,factory_number_921,1
1196,factory_number_627,0
3539,factory_number_661,0
3624,factory_number_495,0
9434,factory_number_126,0
2341,factory_number_549,1
6351,factory_number_1109,0
16718,factory_number_704,0
2925,factory_number_755,1
15108,factory_number_15,0
16505,factory_number_1075,0
702,factory_number_976,0
13011,factory_number_378,0
6453,factory_number_475,0
16972,factory_number_845,1
10522,factory_number_378,0
11152,factory_number_474,0
10514,factory_number_793,0
16057,factory_number_831,1
5672,factory_number_1099,0
17054,factory_number_149,0
17519,factory_number_662,0
157,factory_number_1072,0
5377,factory_number_643,1
4503,factory_number_783,0
11918,factory_number_276,1
2445,factory_number_266,1
9425,factory_number_763,2
18150,factory_number_810,0
9460,factory_number_885,0
3457,factory_number_157,0
11132,factory_number_1050,0
901,factory_number_684,0
2015,factory_number_944,0
17151,factory_number_814,0
12743,factory_number_734,0
13346,factory_number_102,1
8483,factory_number_758,0
17982,factory_number_1061,0
12177,factory_number_251,1
415,factory_number_903,1
8095,factory_number_162,0
15113,factory_number_946,0
14661,factory_number_1019,0
11807,factory_number_756,0
8359,factory_number_1017,0
2406,factory_number_810,2
12860,factory_number_22,1
11963,factory_number_1098,0
9954,factory_number_128,0
9850,factory_number_337,0
15760,factory_number_1092,1
17817,factory_number_116,0
15226,factory_number_130,1
9268,factory_number_465,0
8597,factory_number_405,1
16341,factory_number_460,0
6803,factory_number_1008,0
9750,factory_number_478,0
821,factory_number_1008,1
1097,factory_number_491,0
12998,factory_number_288,0
17080,factory_number_839,0
16004,factory_number_872,0
5599,factory_number_1111,1
15089,factory_number_995,2
5270,factory_number_489,0
11924,factory_number_270,0
5949,factory_number_624,0
5751,factory_number_342,0
3379,factory_number_1107,2
7341,factory_number_945,0
5242,factory_number_468,0
5343,factory_number_457,0
10773,factory_number_518,0
14931,factory_number_962,1
3812,factory_number_427,1
9726,factory_number_459,0
13220,factory_number_89,1
16845,factory_number_1052,1
13092,factory_number_836,0
1172,factory_number_344,0
18482,factory_number_1050,0
14015,factory_number_274,1
10938,factory_number_830,0
12568,factory_number_110,0
125,factory_number_793,0
5390,factory_number_255,0
15910,factory_number_475,0
9109,factory_number_618,1
8258,factory_number_300,0
8505,factory_number_829,0
6857,factory_number_1113,1
12864,factory_number_921,2
8633,factory_number_774,2
18341,factory_number_498,0
12329,factory_number_644,1
3420,factory_number_1024,0
2241,factory_number_470,0
18016,factory_number_600,2
1740,factory_number_476,0
8968,factory_number_228,0
6136,factory_number_408,1
3201,factory_number_102,0
2867,factory_number_816,0
9362,factory_number_400,1
7081,factory_number_809,0
3067,factory_number_763,0
8773,factory_number_641,1
8762,factory_number_1086,0
11791,factory_number_638,2
14218,factory_number_950,1
293,factory_number_133,1
10527,factory_number_878,0
13239,factory_number_1030,0
16607,factory_number_268,0
13378,factory_number_1107,2
13388,factory_number_721,1
15780,factory_number_887,0
1639,factory_number_473,0
14877,factory_number_990,0
1104,factory_number_760,1
14381,factory_number_652,0
16586,factory_number_1,0
1810,factory_number_102,0
7932,factory_number_637,0
334,factory_number_627,0
5787,factory_number_490,0
1972,factory_number_922,1
9818,factory_number_189,0
16669,factory_number_600,2
4350,factory_number_704,0
59,factory_number_602,0
11402,factory_number_457,0
8717,factory_number_170,0
14358,factory_number_471,0
515,factory_number_518,0
1527,factory_number_16,0
8378,factory_number_1008,0
8551,factory_number_837,0
9421,factory_number_1021,2
1022,factory_number_767,2
5721,factory_number_495,0
11694,factory_number_1031,1
4279,factory_number_1018,0
18506,factory_number_845,0
3444,factory_number_292,0
4247,factory_number_484,0
10791,factory_number_472,0
2425,factory_number_1008,1
2514,factory_number_829,0
2876,factory_number_589,1
6041,factory_number_600,0
5891,factory_number_839,0
12973,factory_number_270,0
6463,factory_number_149,1
5491,factory_number_365,0
7095,factory_number_353,0
4916,factory_number_704,2
14216,factory_number_91,0
306,factory_number_895,1
12708,factory_number_1094,1
3723,factory_number_994,0
2145,factory_number_466,0
8045,factory_number_465,0
11396,factory_number_218,1
6547,factory_number_834,2
14447,factory_number_1109,0
11338,factory_number_6,1
11497,factory_number_1075,1
2148,factory_number_613,1
5472,factory_number_821,0
8476,factory_number_632,0
1072,factory_number_1086,2
8970,factory_number_89,1
17102,factory_number_779,2
17059,factory_number_845,2
15593,factory_number_899,1
10975,factory_number_512,0
15342,factory_number_459,0
9045,factory_number_810,2
15217,factory_number_468,0
13018,factory_number_613,2
11976,factory_number_1013,0
7556,factory_number_470,0
17369,factory_number_632,2
9632,factory_number_1112,2
10915,factory_number_255,0
8555,factory_number_9,0
5630,factory_number_380,0
12066,factory_number_501,0
8709,factory_number_793,0
11319,factory_number_643,0
15067,factory_number_995,0
5785,factory_number_102,0
7246,factory_number_497,0
16061,factory_number_302,0
16229,factory_number_738,1
14232,factory_number_821,0
8454,factory_number_644,0
12534,factory_number_378,0
5314,factory_number_169,0
12189,factory_number_157,1
2865,factory_number_1009,0
15952,factory_number_1,1
11104,factory_number_418,1
13832,factory_number_1008,1
17504,factory_number_311,0
11823,factory_number_244,0
2308,factory_number_885,2
11885,factory_number_755,0
14680,factory_number_1075,0
18367,factory_number_648,0
12707,factory_number_9,0
18319,factory_number_505,0
11403,factory_number_976,0
10713,factory_number_742,0
12999,factory_number_810,1
12977,factory_number_91,0
9498,factory_number_280,1
11414,factory_number_380,0
3027,factory_number_95,0
11659,factory_number_1075,1
9437,factory_number_350,1
18001,factory_number_1099,0
13149,factory_number_1126,0
17414,factory_number_1008,0
7779,factory_number_763,2
9583,factory_number_126,0
13570,factory_number_466,0
8602,factory_number_497,0
12476,factory_number_248,0
9350,factory_number_1111,1
18135,factory_number_1052,0
8512,factory_number_1058,1
2596,factory_number_244,0
3278,factory_number_73,1
7629,factory_number_494,0
8678,factory_number_619,1
11127,factory_number_921,1
9898,factory_number_102,0
7319,factory_number_1031,1
350,factory_number_1024,0
5029,factory_number_1011,0
5488,factory_number_816,1
17665,factory_number_13,0
11686,factory_number_945,1
11084,factory_number_262,0
14654,factory_number_684,1
11719,factory_number_476,0
8154,factory_number_600,2
17017,factory_number_1019,2
17390,factory_number_173,1
3133,factory_number_646,0
2926,factory_number_1100,2
7342,factory_number_324,0
8777,factory_number_133,0
4934,factory_number_931,0
14607,factory_number_520,0
6932,factory_number_1014,0
14626,factory_number_856,1
13647,factory_number_599,1
10343,factory_number_91,0
4819,factory_number_1107,2
14830,factory_number_619,1
17202,factory_number_1054,0
9738,factory_number_87,1
10503,factory_number_157,0
15161,factory_number_1095,0
13670,factory_number_998,0
7600,factory_number_603,0
13553,factory_number_9,0
18105,factory_number_159,0
8862,factory_number_527,0
15737,factory_number_388,0
4252,factory_number_477,0
15605,factory_number_356,0
18064,factory_number_584,0
15911,factory_number_684,0
6223,factory_number_837,0
10539,factory_number_809,0
5632,factory_number_921,0
4353,factory_number_150,0
7560,factory_number_495,0
18385,factory_number_294,0
10080,factory_number_808,0
2954,factory_number_802,0
1247,factory_number_1,0
13844,factory_number_697,0
2576,factory_number_1038,1
7590,factory_number_49,0
6787,factory_number_171,0
10228,factory_number_124,0
2054,factory_number_147,0
4333,factory_number_899,0
9908,factory_number_1117,0
9836,factory_number_957,0
4607,factory_number_441,0
338,factory_number_847,1
6012,factory_number_831,1
5326,factory_number_642,2
15188,factory_number_767,0
14108,factory_number_1050,0
2845,factory_number_962,2
9758,factory_number_798,2
18147,factory_number_809,0
3343,factory_number_126,0
15118,factory_number_603,1
5394,factory_number_35,0
15085,factory_number_1008,2
4960,factory_number_821,0
15204,factory_number_1100,2
13289,factory_number_91,0
14198,factory_number_962,2
11353,factory_number_556,1
4200,factory_number_684,1
6120,factory_number_288,0
15717,factory_number_270,0
16910,factory_number_124,0
14908,factory_number_600,0
31,factory_number_457,0
6843,factory_number_497,0
12407,factory_number_899,1
10923,factory_number_406,1
7035,factory_number_821,2
651,factory_number_445,0
9078,factory_number_1042,2
11329,factory_number_680,0
14968,factory_number_149,0
104,factory_number_821,2
11580,factory_number_948,0
8521,factory_number_472,0
14539,factory_number_854,0
13932,factory_number_734,0
8038,factory_number_76,1
8415,factory_number_546,1
14328,factory_number_704,2
16101,factory_number_9,0
17033,factory_number_1025,1
2229,factory_number_166,0
18075,factory_number_856,1
6195,factory_number_600,2
11105,factory_number_600,0
4013,factory_number_36,0
13860,factory_number_1067,1
13573,factory_number_925,0
12175,factory_number_495,0
296,factory_number_1086,2
10648,factory_number_380,0
15013,factory_number_821,0
14337,factory_number_1109,0
5378,factory_number_292,0
9804,factory_number_684,2
2756,factory_number_1053,1
1692,factory_number_817,0
4883,factory_number_415,1
11011,factory_number_478,0
3571,factory_number_821,1
2777,factory_number_507,0
371,factory_number_332,0
16514,factory_number_1009,0
10059,factory_number_821,2
748,factory_number_1017,0
18403,factory_number_9,0
4278,factory_number_653,1
18130,factory_number_905,0
16679,factory_number_830,1
12735,factory_number_826,0
2486,factory_number_653,0
5079,factory_number_763,1
12504,factory_number_802,1
9428,factory_number_713,1
12966,factory_number_342,1
6036,factory_number_1105,0
17627,factory_number_1018,0
3425,factory_number_1086,1
11245,factory_number_673,0
10430,factory_number_468,0
12131,factory_number_1084,2
2282,factory_number_704,2
2097,factory_number_745,2
9824,factory_number_615,0
13959,factory_number_604,0
3169,factory_number_300,1
6292,factory_number_834,2
5266,factory_number_122,0
17639,factory_number_734,2
7296,factory_number_734,2
13015,factory_number_951,0
2137,factory_number_600,2
5214,factory_number_745,2
18209,factory_number_242,0
11237,factory_number_1052,1
16911,factory_number_882,0
17084,factory_number_302,0
8696,factory_number_760,0
1244,factory_number_276,1
2281,factory_number_1097,1
2088,factory_number_844,2
14705,factory_number_812,0
5658,factory_number_834,2
8044,factory_number_91,0
1908,factory_number_653,0
12635,factory_number_925,0
10960,factory_number_885,1
18291,factory_number_600,0
3615,factory_number_984,2
17928,factory_number_252,1
5634,factory_number_1075,1
9725,factory_number_244,0
15260,factory_number_416,0
3769,factory_number_1115,0
5260,factory_number_1111,0
5074,factory_number_1007,0
5061,factory_number_251,0
18048,factory_number_239,1
10814,factory_number_883,0
3554,factory_number_924,2
3878,factory_number_810,1
1398,factory_number_941,0
3375,factory_number_100,0
1103,factory_number_896,0
8433,factory_number_891,0
2696,factory_number_798,1
13162,factory_number_1115,0
12924,factory_number_734,0
4281,factory_number_478,0
15446,factory_number_495,0
11295,factory_number_643,1
14121,factory_number_118,1
17692,factory_number_744,1
13338,factory_number_856,1
850,factory_number_704,0
5860,factory_number_395,1
16814,factory_number_738,1
14939,factory_number_845,1
12186,factory_number_1093,0
225,factory_number_839,0
17287,factory_number_124,0
11369,factory_number_838,0
7456,factory_number_262,0
2786,factory_number_957,0
6898,factory_number_599,1
9603,factory_number_1042,1
1858,factory_number_1050,1
11355,factory_number_892,0
18452,factory_number_457,0
15791,factory_number_1099,0
12193,factory_number_159,0
7630,factory_number_114,1
13892,factory_number_505,0
12348,factory_number_471,0
17654,factory_number_477,0
14471,factory_number_463,0
