id,log_report_type,volume
4013,log_report_type_219,1
4013,log_report_type_134,1
4013,log_report_type_135,2
9952,log_report_type_220,2
9952,log_report_type_134,3
9952,log_report_type_219,3
9952,log_report_type_135,2
18287,log_report_type_181,1
4588,log_report_type_211,1
4588,log_report_type_44,1
4588,log_report_type_160,1
4588,log_report_type_94,1
5294,log_report_type_160,2
5294,log_report_type_94,1
5294,log_report_type_44,2
5294,log_report_type_211,1
14277,log_report_type_181,1
2918,log_report_type_232,1
2918,log_report_type_312,1
2918,log_report_type_160,1
18265,log_report_type_312,2
18265,log_report_type_232,2
18265,log_report_type_160,1
1487,log_report_type_44,1
678,log_report_type_313,1
678,log_report_type_312,2
678,log_report_type_307,1
678,log_report_type_227,1
678,log_report_type_232,2
678,log_report_type_233,1
17201,log_report_type_233,1
17201,log_report_type_313,1
17201,log_report_type_227,1
17201,log_report_type_307,2
17201,log_report_type_312,2
17201,log_report_type_232,2
16774,log_report_type_312,1
16774,log_report_type_307,1
16774,log_report_type_232,1
16774,log_report_type_227,1
18455,log_report_type_312,6
18455,log_report_type_232,6
18455,log_report_type_227,2
18455,log_report_type_313,2
18455,log_report_type_233,2
18455,log_report_type_307,2
5570,log_report_type_307,1
5570,log_report_type_227,1
5570,log_report_type_313,1
5570,log_report_type_312,3
5570,log_report_type_232,3
5570,log_report_type_233,1
14855,log_report_type_307,1
14855,log_report_type_313,1
14855,log_report_type_312,1
14855,log_report_type_233,1
14855,log_report_type_232,1
1587,log_report_type_227,1
1587,log_report_type_232,1
56,log_report_type_95,1
56,log_report_type_312,1
56,log_report_type_307,1
56,log_report_type_301,1
56,log_report_type_134,1
56,log_report_type_219,1
16394,log_report_type_219,1
16394,log_report_type_134,1
7138,log_report_type_307,1
7138,log_report_type_354,1
7138,log_report_type_278,1
7138,log_report_type_357,1
7138,log_report_type_277,1
7138,log_report_type_160,4
7138,log_report_type_353,1
7138,log_report_type_211,1
7138,log_report_type_94,1
7138,log_report_type_312,1
7138,log_report_type_358,1
7138,log_report_type_44,8
7138,log_report_type_301,1
7138,log_report_type_95,1
17959,log_report_type_312,1
17959,log_report_type_307,1
6670,log_report_type_232,2
6670,log_report_type_307,2
6670,log_report_type_312,2
6670,log_report_type_227,2
12514,log_report_type_307,2
12514,log_report_type_232,3
12514,log_report_type_312,3
12514,log_report_type_227,1
18284,log_report_type_312,1
18284,log_report_type_232,1
14046,log_report_type_160,1
14046,log_report_type_354,1
14046,log_report_type_44,1
14046,log_report_type_278,1
14046,log_report_type_353,1
14046,log_report_type_277,1
14046,log_report_type_211,1
14046,log_report_type_94,1
7656,log_report_type_44,1
5847,log_report_type_232,2
5847,log_report_type_134,1
5847,log_report_type_358,1
5847,log_report_type_95,1
5847,log_report_type_301,1
5847,log_report_type_357,1
5847,log_report_type_312,3
5847,log_report_type_307,2
17987,log_report_type_301,1
10140,log_report_type_353,1
10140,log_report_type_307,1
10140,log_report_type_354,1
10140,log_report_type_44,3
10140,log_report_type_94,1
10140,log_report_type_160,2
10140,log_report_type_232,1
16228,log_report_type_307,5
16228,log_report_type_227,1
16228,log_report_type_312,1
3754,log_report_type_312,1
11800,log_report_type_232,1
11800,log_report_type_227,1
5491,log_report_type_160,1
17331,log_report_type_134,1
17331,log_report_type_219,1
12643,log_report_type_357,1
12643,log_report_type_312,1
12643,log_report_type_301,1
12643,log_report_type_358,1
12643,log_report_type_307,1
12643,log_report_type_95,1
7671,log_report_type_227,1
7671,log_report_type_232,1
1739,log_report_type_312,2
1739,log_report_type_232,2
14437,log_report_type_312,1
14465,log_report_type_312,2
108,log_report_type_312,1
108,log_report_type_232,1
6260,log_report_type_232,2
6260,log_report_type_313,1
6260,log_report_type_227,2
6260,log_report_type_233,1
6260,log_report_type_307,2
6260,log_report_type_312,2
4390,log_report_type_134,1
4390,log_report_type_301,1
4390,log_report_type_219,1
4475,log_report_type_312,1
4475,log_report_type_227,1
4475,log_report_type_307,1
4475,log_report_type_232,1
4173,log_report_type_312,17
4173,log_report_type_232,18
4173,log_report_type_307,2
17565,log_report_type_312,3
17565,log_report_type_227,1
17565,log_report_type_232,4
3803,log_report_type_44,1
12898,log_report_type_312,1
12898,log_report_type_307,1
4099,log_report_type_301,2
3024,log_report_type_44,1
3024,log_report_type_160,1
4560,log_report_type_227,1
4560,log_report_type_232,1
13854,log_report_type_219,1
13854,log_report_type_134,1
17363,log_report_type_160,1
17363,log_report_type_307,1
17363,log_report_type_312,1
17363,log_report_type_95,1
17363,log_report_type_301,1
17363,log_report_type_358,1
17363,log_report_type_44,1
17363,log_report_type_357,1
10602,log_report_type_232,3
10602,log_report_type_227,1
10602,log_report_type_312,2
17346,log_report_type_307,1
17346,log_report_type_312,1
1719,log_report_type_312,1
5082,log_report_type_232,1
5082,log_report_type_312,1
18257,log_report_type_232,2
18257,log_report_type_312,2
18103,log_report_type_232,1
18103,log_report_type_312,2
24,log_report_type_312,2
15963,log_report_type_227,2
15963,log_report_type_312,3
15963,log_report_type_232,1
15963,log_report_type_307,2
993,log_report_type_44,4
17642,log_report_type_227,1
17642,log_report_type_307,1
17642,log_report_type_312,1
17642,log_report_type_232,1
9990,log_report_type_232,2
9990,log_report_type_312,1
9990,log_report_type_227,1
11553,log_report_type_232,3
11553,log_report_type_312,3
7218,log_report_type_228,1
7218,log_report_type_230,1
7218,log_report_type_233,2
7218,log_report_type_235,2
4310,log_report_type_278,5
4310,log_report_type_277,5
4310,log_report_type_354,9
4310,log_report_type_44,9
4310,log_report_type_211,6
4310,log_report_type_160,9
4310,log_report_type_353,9
4310,log_report_type_94,9
18031,log_report_type_354,1
18031,log_report_type_44,1
18031,log_report_type_353,1
18031,log_report_type_94,1
7521,log_report_type_233,2
7521,log_report_type_313,2
7521,log_report_type_315,2
7521,log_report_type_235,2
6121,log_report_type_313,1
6121,log_report_type_315,1
6121,log_report_type_310,1
6121,log_report_type_308,1
16958,log_report_type_308,1
16958,log_report_type_230,1
16958,log_report_type_235,2
16958,log_report_type_313,2
16958,log_report_type_228,1
16958,log_report_type_310,1
16958,log_report_type_233,2
16958,log_report_type_315,2
5628,log_report_type_308,1
5628,log_report_type_313,2
5628,log_report_type_315,2
5628,log_report_type_310,1
13276,log_report_type_233,4
13276,log_report_type_228,2
13276,log_report_type_235,4
13276,log_report_type_310,3
13276,log_report_type_230,2
13276,log_report_type_308,3
13276,log_report_type_315,6
13276,log_report_type_313,6
17501,log_report_type_235,11
17501,log_report_type_233,8
17501,log_report_type_230,11
17501,log_report_type_313,6
17501,log_report_type_310,9
17501,log_report_type_312,1
17501,log_report_type_232,1
17501,log_report_type_315,9
17501,log_report_type_228,10
17501,log_report_type_308,9
13706,log_report_type_230,25
13706,log_report_type_314,1
13706,log_report_type_235,25
13706,log_report_type_312,1
13706,log_report_type_228,25
13706,log_report_type_308,24
13706,log_report_type_310,24
13706,log_report_type_315,24
13706,log_report_type_313,21
13706,log_report_type_309,2
13706,log_report_type_233,20
13706,log_report_type_232,1
7104,log_report_type_232,5
7104,log_report_type_310,13
7104,log_report_type_314,1
7104,log_report_type_315,12
7104,log_report_type_308,12
7104,log_report_type_230,18
7104,log_report_type_228,15
7104,log_report_type_235,18
7104,log_report_type_233,10
7104,log_report_type_312,5
7104,log_report_type_309,2
7104,log_report_type_313,10
15496,log_report_type_228,15
15496,log_report_type_235,16
15496,log_report_type_308,12
15496,log_report_type_313,8
15496,log_report_type_310,12
15496,log_report_type_232,2
15496,log_report_type_315,13
15496,log_report_type_230,16
15496,log_report_type_312,2
15496,log_report_type_233,8
6937,log_report_type_312,1
6937,log_report_type_232,1
6937,log_report_type_230,14
6937,log_report_type_313,6
6937,log_report_type_235,14
6937,log_report_type_228,13
6937,log_report_type_310,14
6937,log_report_type_315,13
6937,log_report_type_233,6
6937,log_report_type_308,13
6937,log_report_type_309,1
1578,log_report_type_314,1
1578,log_report_type_308,6
1578,log_report_type_235,7
1578,log_report_type_230,7
1578,log_report_type_232,2
1578,log_report_type_312,2
1578,log_report_type_228,6
1578,log_report_type_310,6
1578,log_report_type_233,5
1578,log_report_type_313,5
1578,log_report_type_315,6
1578,log_report_type_309,1
16028,log_report_type_232,1
16028,log_report_type_313,1
16028,log_report_type_310,1
16028,log_report_type_315,2
16028,log_report_type_309,1
16028,log_report_type_233,1
16028,log_report_type_230,1
16028,log_report_type_235,2
16028,log_report_type_312,2
1438,log_report_type_167,2
3381,log_report_type_313,2
3381,log_report_type_315,2
3381,log_report_type_308,1
3381,log_report_type_310,1
713,log_report_type_313,2
713,log_report_type_308,1
713,log_report_type_310,1
713,log_report_type_228,1
713,log_report_type_230,1
713,log_report_type_233,2
713,log_report_type_235,2
713,log_report_type_315,2
9531,log_report_type_233,2
9531,log_report_type_228,1
9531,log_report_type_230,1
9531,log_report_type_235,2
16055,log_report_type_228,2
16055,log_report_type_230,2
16055,log_report_type_233,2
16055,log_report_type_235,2
16055,log_report_type_308,2
16055,log_report_type_310,2
16055,log_report_type_313,2
16055,log_report_type_315,2
14589,log_report_type_313,1
14589,log_report_type_315,1
638,log_report_type_315,2
638,log_report_type_313,2
638,log_report_type_230,1
638,log_report_type_228,1
638,log_report_type_310,1
638,log_report_type_235,2
638,log_report_type_233,2
638,log_report_type_308,1
2130,log_report_type_301,1
2130,log_report_type_134,1
2130,log_report_type_219,1
5194,log_report_type_313,2
5194,log_report_type_315,2
5194,log_report_type_308,1
5194,log_report_type_310,1
10419,log_report_type_312,1
10419,log_report_type_228,2
10419,log_report_type_230,2
10419,log_report_type_310,3
10419,log_report_type_315,6
10419,log_report_type_233,4
10419,log_report_type_313,6
10419,log_report_type_308,3
10419,log_report_type_235,4
1081,log_report_type_313,6
1081,log_report_type_235,11
1081,log_report_type_315,9
1081,log_report_type_233,8
14222,log_report_type_314,1
14222,log_report_type_315,24
14222,log_report_type_313,21
14222,log_report_type_233,20
14222,log_report_type_235,25
14143,log_report_type_313,10
14143,log_report_type_314,1
14143,log_report_type_233,11
14143,log_report_type_234,1
14143,log_report_type_315,13
14143,log_report_type_235,18
8188,log_report_type_313,8
8188,log_report_type_233,8
8188,log_report_type_235,16
8188,log_report_type_315,13
2736,log_report_type_315,13
2736,log_report_type_313,6
2736,log_report_type_235,14
2736,log_report_type_233,6
8899,log_report_type_313,5
8899,log_report_type_233,5
8899,log_report_type_314,1
8899,log_report_type_315,6
8899,log_report_type_235,7
10121,log_report_type_308,1
10121,log_report_type_310,1
10121,log_report_type_312,2
10121,log_report_type_313,2
10121,log_report_type_230,1
10121,log_report_type_233,1
10121,log_report_type_314,1
10121,log_report_type_235,2
10121,log_report_type_232,1
10121,log_report_type_315,2
10121,log_report_type_228,1
3383,log_report_type_308,1
3383,log_report_type_315,2
3383,log_report_type_310,1
3383,log_report_type_313,2
5984,log_report_type_228,1
5984,log_report_type_233,2
5984,log_report_type_315,2
5984,log_report_type_308,1
5984,log_report_type_235,2
5984,log_report_type_310,1
5984,log_report_type_230,1
5984,log_report_type_313,2
2878,log_report_type_232,75
2878,log_report_type_312,74
10852,log_report_type_232,61
10852,log_report_type_312,61
3875,log_report_type_232,61
3875,log_report_type_312,60
9615,log_report_type_312,67
9615,log_report_type_232,71
15238,log_report_type_312,50
15238,log_report_type_232,48
7380,log_report_type_312,55
7380,log_report_type_232,55
16175,log_report_type_312,53
16175,log_report_type_232,53
11756,log_report_type_312,41
11756,log_report_type_232,41
868,log_report_type_232,44
868,log_report_type_312,43
6927,log_report_type_232,61
6927,log_report_type_312,59
11669,log_report_type_312,73
11669,log_report_type_232,77
12888,log_report_type_232,1
11713,log_report_type_232,74
11713,log_report_type_312,72
18290,log_report_type_232,69
18290,log_report_type_312,67
12006,log_report_type_307,1
12006,log_report_type_312,59
12006,log_report_type_219,1
12006,log_report_type_301,1
12006,log_report_type_134,1
12006,log_report_type_232,59
8844,log_report_type_312,66
8844,log_report_type_232,69
5653,log_report_type_312,56
5653,log_report_type_232,56
14623,log_report_type_232,71
14623,log_report_type_312,68
17920,log_report_type_232,67
17920,log_report_type_312,66
15944,log_report_type_232,72
15944,log_report_type_312,72
5613,log_report_type_312,67
5613,log_report_type_232,68
680,log_report_type_232,58
680,log_report_type_312,58
9523,log_report_type_232,67
9523,log_report_type_312,62
4481,log_report_type_312,5
4481,log_report_type_232,5
9930,log_report_type_312,53
9930,log_report_type_233,39
9930,log_report_type_232,57
9930,log_report_type_313,38
8196,log_report_type_232,70
8196,log_report_type_313,39
8196,log_report_type_233,38
8196,log_report_type_312,67
3471,log_report_type_233,6
3471,log_report_type_312,37
3471,log_report_type_232,37
3471,log_report_type_313,6
1869,log_report_type_233,17
1869,log_report_type_232,53
1869,log_report_type_313,14
1869,log_report_type_312,47
6641,log_report_type_233,25
6641,log_report_type_232,50
6641,log_report_type_313,23
6641,log_report_type_312,41
897,log_report_type_312,50
897,log_report_type_232,61
897,log_report_type_313,24
897,log_report_type_233,23
5944,log_report_type_313,42
5944,log_report_type_312,53
5944,log_report_type_233,33
5944,log_report_type_232,62
18038,log_report_type_313,55
18038,log_report_type_233,48
18038,log_report_type_312,60
18038,log_report_type_232,63
830,log_report_type_233,45
830,log_report_type_232,76
830,log_report_type_313,48
830,log_report_type_312,70
12965,log_report_type_232,51
12965,log_report_type_312,42
16078,log_report_type_312,39
16078,log_report_type_232,49
14031,log_report_type_312,37
14031,log_report_type_232,58
15802,log_report_type_232,25
15802,log_report_type_312,23
6069,log_report_type_312,27
6069,log_report_type_232,42
3889,log_report_type_312,36
3889,log_report_type_232,46
5619,log_report_type_312,32
5619,log_report_type_232,35
11691,log_report_type_312,10
11691,log_report_type_232,14
4680,log_report_type_312,30
4680,log_report_type_232,30
4680,log_report_type_134,1
4680,log_report_type_219,1
4680,log_report_type_301,1
4680,log_report_type_307,1
2248,log_report_type_312,38
2248,log_report_type_232,40
17146,log_report_type_312,31
17146,log_report_type_232,34
10560,log_report_type_232,4
10560,log_report_type_312,3
12533,log_report_type_312,17
12533,log_report_type_232,18
12533,log_report_type_233,2
12533,log_report_type_313,2
5327,log_report_type_313,6
5327,log_report_type_233,9
5327,log_report_type_232,25
5327,log_report_type_312,20
12355,log_report_type_232,20
12355,log_report_type_233,8
12355,log_report_type_313,8
12355,log_report_type_312,19
8231,log_report_type_315,1
8231,log_report_type_232,35
8231,log_report_type_312,29
8231,log_report_type_233,4
8231,log_report_type_313,6
11957,log_report_type_315,4
11957,log_report_type_232,25
11957,log_report_type_233,5
11957,log_report_type_312,23
11957,log_report_type_313,6
4602,log_report_type_232,20
4602,log_report_type_313,13
4602,log_report_type_312,14
4602,log_report_type_233,12
7974,log_report_type_313,6
7974,log_report_type_312,26
7974,log_report_type_233,6
7974,log_report_type_232,32
10167,log_report_type_232,27
10167,log_report_type_233,7
10167,log_report_type_312,23
10167,log_report_type_313,7
7375,log_report_type_235,2
7375,log_report_type_312,21
7375,log_report_type_313,10
7375,log_report_type_232,30
7375,log_report_type_233,9
7375,log_report_type_315,4
9122,log_report_type_312,15
9122,log_report_type_232,19
9122,log_report_type_313,11
9122,log_report_type_315,4
9122,log_report_type_233,6
1047,log_report_type_233,5
1047,log_report_type_312,26
1047,log_report_type_313,7
1047,log_report_type_232,33
6181,log_report_type_232,23
6181,log_report_type_312,20
6181,log_report_type_313,9
6181,log_report_type_233,8
9472,log_report_type_232,24
9472,log_report_type_313,6
9472,log_report_type_312,15
9472,log_report_type_315,1
9472,log_report_type_233,7
18444,log_report_type_232,20
18444,log_report_type_233,10
18444,log_report_type_313,12
18444,log_report_type_312,16
18444,log_report_type_315,3
9068,log_report_type_233,5
9068,log_report_type_312,2
9068,log_report_type_313,7
9068,log_report_type_232,5
14653,log_report_type_312,3
14653,log_report_type_232,2
3315,log_report_type_312,2
3315,log_report_type_232,2
16547,log_report_type_312,1
2288,log_report_type_312,1
2288,log_report_type_232,1
10596,log_report_type_232,59
10596,log_report_type_312,55
5442,log_report_type_232,41
5442,log_report_type_312,41
4269,log_report_type_312,3
4269,log_report_type_232,3
7250,log_report_type_232,64
7250,log_report_type_312,63
3831,log_report_type_232,68
3831,log_report_type_312,64
11241,log_report_type_312,1
11241,log_report_type_232,1
5062,log_report_type_232,15
5062,log_report_type_312,15
10055,log_report_type_232,2
10055,log_report_type_312,2
10079,log_report_type_232,1
10079,log_report_type_312,1
3070,log_report_type_307,1
3070,log_report_type_312,1
3070,log_report_type_227,1
3070,log_report_type_232,1
8286,log_report_type_313,40
8286,log_report_type_233,36
4838,log_report_type_313,44
4838,log_report_type_233,41
1260,log_report_type_233,6
1260,log_report_type_232,1
1260,log_report_type_312,1
1260,log_report_type_313,6
7266,log_report_type_233,16
7266,log_report_type_313,16
8902,log_report_type_233,24
8902,log_report_type_313,21
9621,log_report_type_313,20
9621,log_report_type_233,21
8681,log_report_type_313,33
8681,log_report_type_233,33
6233,log_report_type_313,50
6233,log_report_type_233,49
13827,log_report_type_233,44
13827,log_report_type_313,47
18523,log_report_type_227,1
18523,log_report_type_313,1
18523,log_report_type_307,1
18523,log_report_type_233,1
18523,log_report_type_312,1
18523,log_report_type_232,1
15625,log_report_type_313,5
15625,log_report_type_233,4
6713,log_report_type_313,10
6713,log_report_type_233,7
343,log_report_type_233,5
343,log_report_type_313,9
13068,log_report_type_313,8
13068,log_report_type_233,2
4692,log_report_type_233,12
4692,log_report_type_313,16
1400,log_report_type_313,5
1400,log_report_type_233,5
7416,log_report_type_313,10
7416,log_report_type_233,8
2881,log_report_type_233,4
2881,log_report_type_313,11
14314,log_report_type_233,7
14314,log_report_type_313,6
11529,log_report_type_313,10
11529,log_report_type_233,6
577,log_report_type_233,8
577,log_report_type_313,5
3934,log_report_type_233,8
3934,log_report_type_313,13
3293,log_report_type_233,6
3293,log_report_type_313,7
6963,log_report_type_312,1
16250,log_report_type_232,1
16250,log_report_type_312,1
7421,log_report_type_134,1
7421,log_report_type_219,1
3419,log_report_type_232,1
3419,log_report_type_312,1
3419,log_report_type_233,1
3419,log_report_type_307,1
3419,log_report_type_313,1
6985,log_report_type_312,2
6985,log_report_type_232,2
6985,log_report_type_307,2
6985,log_report_type_227,2
9041,log_report_type_357,1
9041,log_report_type_307,2
9041,log_report_type_312,2
9041,log_report_type_358,1
9041,log_report_type_95,1
8184,log_report_type_313,1
8184,log_report_type_232,1
8184,log_report_type_312,1
7824,log_report_type_221,1
7824,log_report_type_219,1
7824,log_report_type_301,1
7824,log_report_type_134,1
7314,log_report_type_232,2
7314,log_report_type_307,3
7314,log_report_type_227,2
7314,log_report_type_312,3
10327,log_report_type_301,2
3838,log_report_type_221,1
3838,log_report_type_301,2
14009,log_report_type_301,1
105,log_report_type_232,1
105,log_report_type_312,1
105,log_report_type_95,2
105,log_report_type_358,2
105,log_report_type_227,1
105,log_report_type_357,2
105,log_report_type_307,1
5136,log_report_type_312,1
5136,log_report_type_232,1
17835,log_report_type_227,1
17835,log_report_type_307,1
17835,log_report_type_232,1
14293,log_report_type_232,7
14293,log_report_type_312,8
15709,log_report_type_307,1
15709,log_report_type_232,6
15709,log_report_type_312,4
15709,log_report_type_227,1
15904,log_report_type_312,6
15904,log_report_type_232,6
8528,log_report_type_307,1
8528,log_report_type_227,1
8528,log_report_type_232,4
8528,log_report_type_312,4
8395,log_report_type_312,8
8395,log_report_type_232,8
4873,log_report_type_232,3
4873,log_report_type_307,1
4873,log_report_type_312,3
8321,log_report_type_301,2
8321,log_report_type_134,1
8321,log_report_type_219,2
8321,log_report_type_232,2
8321,log_report_type_312,2
1128,log_report_type_134,1
1128,log_report_type_219,1
1128,log_report_type_301,1
1128,log_report_type_312,2
1128,log_report_type_232,1
12534,log_report_type_312,4
12534,log_report_type_232,3
6161,log_report_type_312,6
6161,log_report_type_232,5
12822,log_report_type_312,17
12822,log_report_type_232,18
3105,log_report_type_312,1
3105,log_report_type_232,2
9152,log_report_type_232,2
9152,log_report_type_312,2
3276,log_report_type_134,1
3276,log_report_type_301,1
8574,log_report_type_312,4
16689,log_report_type_312,1
10076,log_report_type_312,3
10076,log_report_type_232,1
11558,log_report_type_312,1
11558,log_report_type_232,1
10522,log_report_type_312,3
10522,log_report_type_232,2
3992,log_report_type_219,1
3992,log_report_type_134,1
3992,log_report_type_232,3
3992,log_report_type_301,1
3992,log_report_type_312,3
14118,log_report_type_232,1
14118,log_report_type_312,2
10505,log_report_type_232,4
10505,log_report_type_312,5
11287,log_report_type_312,5
11287,log_report_type_232,5
3421,log_report_type_232,2
3421,log_report_type_312,6
8790,log_report_type_312,5
8790,log_report_type_232,3
12899,log_report_type_312,2
11248,log_report_type_312,5
11248,log_report_type_232,2
13847,log_report_type_232,4
13847,log_report_type_312,3
9367,log_report_type_232,7
9367,log_report_type_312,6
7801,log_report_type_312,3
7801,log_report_type_232,3
390,log_report_type_232,4
390,log_report_type_312,4
3711,log_report_type_312,4
3711,log_report_type_232,2
13011,log_report_type_312,2
13011,log_report_type_232,3
18172,log_report_type_134,1
18172,log_report_type_312,2
18172,log_report_type_219,1
18172,log_report_type_232,2
2118,log_report_type_307,1
2118,log_report_type_312,2
2118,log_report_type_227,1
2118,log_report_type_232,2
4571,log_report_type_232,2
4571,log_report_type_307,1
4571,log_report_type_227,1
4571,log_report_type_312,3
2536,log_report_type_312,1
2536,log_report_type_232,1
11159,log_report_type_134,1
11159,log_report_type_219,1
4522,log_report_type_38,1
4522,log_report_type_133,1
4522,log_report_type_153,1
989,log_report_type_240,2
989,log_report_type_153,1
989,log_report_type_154,1
3705,log_report_type_99,1
3705,log_report_type_98,2
3705,log_report_type_218,1
3705,log_report_type_38,3
3705,log_report_type_240,1
3705,log_report_type_154,2
3705,log_report_type_153,2
3705,log_report_type_133,3
12127,log_report_type_153,1
12127,log_report_type_218,1
12127,log_report_type_133,1
1801,log_report_type_38,2
1801,log_report_type_39,1
1801,log_report_type_153,2
1801,log_report_type_154,2
1801,log_report_type_240,5
17971,log_report_type_240,1
17971,log_report_type_153,1
2877,log_report_type_219,6
2877,log_report_type_301,5
2877,log_report_type_134,5
11219,log_report_type_219,6
11219,log_report_type_134,7
11219,log_report_type_301,6
5708,log_report_type_134,5
5708,log_report_type_301,6
5708,log_report_type_219,6
6157,log_report_type_301,7
6157,log_report_type_134,7
6157,log_report_type_219,7
9600,log_report_type_134,6
9600,log_report_type_219,6
9600,log_report_type_301,6
17644,log_report_type_232,1
17644,log_report_type_307,1
17644,log_report_type_301,7
17644,log_report_type_134,6
17644,log_report_type_219,6
17644,log_report_type_312,1
5630,log_report_type_301,7
5630,log_report_type_134,8
5630,log_report_type_312,1
5630,log_report_type_219,8
6272,log_report_type_307,1
6272,log_report_type_134,1
6272,log_report_type_219,1
6272,log_report_type_232,11
6272,log_report_type_312,12
6272,log_report_type_301,1
6216,log_report_type_301,1
6216,log_report_type_134,1
6216,log_report_type_312,7
6216,log_report_type_219,1
6216,log_report_type_232,6
2831,log_report_type_232,6
2831,log_report_type_312,5
10543,log_report_type_232,8
10543,log_report_type_312,9
9865,log_report_type_232,3
9865,log_report_type_312,3
1360,log_report_type_312,13
1360,log_report_type_232,11
1360,log_report_type_307,1
14234,log_report_type_232,3
14234,log_report_type_219,2
14234,log_report_type_134,1
14234,log_report_type_301,2
14234,log_report_type_312,3
443,log_report_type_312,6
443,log_report_type_301,1
443,log_report_type_219,1
443,log_report_type_232,5
443,log_report_type_134,1
12646,log_report_type_312,4
12646,log_report_type_232,2
557,log_report_type_312,2
557,log_report_type_232,1
12094,log_report_type_312,7
12094,log_report_type_232,7
7114,log_report_type_232,1
3128,log_report_type_232,3
3128,log_report_type_312,4
11177,log_report_type_312,3
11177,log_report_type_232,4
7485,log_report_type_312,8
7485,log_report_type_232,5
4844,log_report_type_312,6
4844,log_report_type_134,1
4844,log_report_type_301,1
4844,log_report_type_232,6
18275,log_report_type_232,1
18275,log_report_type_312,3
11930,log_report_type_312,7
11930,log_report_type_232,4
3989,log_report_type_232,6
3989,log_report_type_312,9
5971,log_report_type_232,11
5971,log_report_type_312,13
15366,log_report_type_312,6
15366,log_report_type_232,2
1283,log_report_type_232,6
1283,log_report_type_312,7
2336,log_report_type_312,5
2336,log_report_type_232,5
2913,log_report_type_312,4
2913,log_report_type_232,4
9902,log_report_type_232,4
9902,log_report_type_312,6
16226,log_report_type_134,1
16226,log_report_type_232,7
16226,log_report_type_301,1
16226,log_report_type_312,8
16226,log_report_type_219,1
16386,log_report_type_312,3
16386,log_report_type_232,2
1408,log_report_type_312,6
1408,log_report_type_232,3
9182,log_report_type_312,5
9182,log_report_type_232,3
4016,log_report_type_312,8
4016,log_report_type_232,3
2694,log_report_type_312,10
2694,log_report_type_232,8
4913,log_report_type_232,5
4913,log_report_type_312,10
86,log_report_type_312,11
86,log_report_type_232,6
3543,log_report_type_312,13
3543,log_report_type_232,12
16301,log_report_type_232,1
16301,log_report_type_312,7
16868,log_report_type_312,17
16868,log_report_type_232,9
9256,log_report_type_312,1
9256,log_report_type_232,2
16334,log_report_type_232,5
16334,log_report_type_312,7
8076,log_report_type_312,8
8076,log_report_type_232,7
14352,log_report_type_232,9
14352,log_report_type_312,13
11172,log_report_type_232,3
11172,log_report_type_312,11
5211,log_report_type_312,14
5211,log_report_type_232,13
3076,log_report_type_232,8
3076,log_report_type_312,14
7843,log_report_type_232,2
7843,log_report_type_312,2
10648,log_report_type_232,6
10648,log_report_type_312,6
10889,log_report_type_312,12
10889,log_report_type_232,12
11414,log_report_type_312,14
11414,log_report_type_232,14
12759,log_report_type_232,13
12759,log_report_type_312,13
2404,log_report_type_232,9
2404,log_report_type_312,9
5501,log_report_type_312,10
5501,log_report_type_232,10
17617,log_report_type_232,13
17617,log_report_type_312,12
14262,log_report_type_312,8
14262,log_report_type_232,6
12572,log_report_type_312,8
12572,log_report_type_232,8
18487,log_report_type_312,10
18487,log_report_type_232,9
9639,log_report_type_312,12
9639,log_report_type_232,11
11384,log_report_type_312,5
11384,log_report_type_232,2
1180,log_report_type_232,7
1180,log_report_type_312,11
11258,log_report_type_312,12
11258,log_report_type_232,10
18232,log_report_type_232,6
18232,log_report_type_312,10
2700,log_report_type_232,7
2700,log_report_type_312,9
7614,log_report_type_232,10
7614,log_report_type_312,11
14064,log_report_type_312,8
14064,log_report_type_219,1
14064,log_report_type_232,6
14064,log_report_type_134,1
13818,log_report_type_312,1
13818,log_report_type_232,1
11999,log_report_type_134,1
3299,log_report_type_219,6
3299,log_report_type_232,1
3299,log_report_type_134,6
3299,log_report_type_301,6
3299,log_report_type_312,1
3092,log_report_type_219,1
3092,log_report_type_301,1
5252,log_report_type_307,1
5252,log_report_type_232,3
5252,log_report_type_134,1
5252,log_report_type_312,4
5252,log_report_type_219,1
5252,log_report_type_301,1
11978,log_report_type_232,3
11978,log_report_type_312,3
11632,log_report_type_232,3
11632,log_report_type_312,3
16541,log_report_type_232,4
16541,log_report_type_312,4
8544,log_report_type_232,5
8544,log_report_type_312,5
9014,log_report_type_232,3
9014,log_report_type_312,5
14095,log_report_type_312,2
14095,log_report_type_232,2
15549,log_report_type_312,5
15549,log_report_type_232,2
17063,log_report_type_312,2
1627,log_report_type_219,1
1627,log_report_type_134,1
1627,log_report_type_301,1
6918,log_report_type_312,3
6918,log_report_type_232,1
2846,log_report_type_312,2
2846,log_report_type_232,1
7786,log_report_type_312,1
7786,log_report_type_232,2
1432,log_report_type_312,1
1432,log_report_type_307,1
10914,log_report_type_312,1
10914,log_report_type_232,1
5090,log_report_type_307,1
5090,log_report_type_312,2
13789,log_report_type_232,5
13789,log_report_type_312,8
4227,log_report_type_312,1
2299,log_report_type_312,3
2299,log_report_type_232,2
2084,log_report_type_307,1
2084,log_report_type_313,1
2084,log_report_type_232,1
2084,log_report_type_312,1
2084,log_report_type_315,1
9585,log_report_type_117,1
9585,log_report_type_219,1
9585,log_report_type_134,1
