id,assembly_line_type
435,assembly_line_type_2
14736,assembly_line_type_2
7692,assembly_line_type_2
331,assembly_line_type_2
6126,assembly_line_type_2
6079,assembly_line_type_2
17634,assembly_line_type_2
5208,assembly_line_type_2
16701,assembly_line_type_2
12114,assembly_line_type_2
11838,assembly_line_type_2
11045,assembly_line_type_2
6204,assembly_line_type_2
16029,assembly_line_type_2
10805,assembly_line_type_2
15700,assembly_line_type_2
14746,assembly_line_type_2
1165,assembly_line_type_2
3119,assembly_line_type_2
11504,assembly_line_type_2
6830,assembly_line_type_2
17832,assembly_line_type_2
12085,assembly_line_type_2
13386,assembly_line_type_2
12319,assembly_line_type_2
4764,assembly_line_type_2
4223,assembly_line_type_2
15175,assembly_line_type_2
7093,assembly_line_type_2
16995,assembly_line_type_2
8325,assembly_line_type_2
2511,assembly_line_type_2
98,assembly_line_type_2
382,assembly_line_type_2
2333,assembly_line_type_2
11331,assembly_line_type_2
2138,assembly_line_type_2
8026,assembly_line_type_2
16365,assembly_line_type_2
3529,assembly_line_type_2
763,assembly_line_type_2
15701,assembly_line_type_2
318,assembly_line_type_2
6578,assembly_line_type_2
7765,assembly_line_type_2
1927,assembly_line_type_2
1927,assembly_line_type_8
10425,assembly_line_type_2
9550,assembly_line_type_8
4097,assembly_line_type_2
6643,assembly_line_type_8
6643,assembly_line_type_2
15889,assembly_line_type_8
15338,assembly_line_type_2
15338,assembly_line_type_8
1230,assembly_line_type_8
11841,assembly_line_type_2
792,assembly_line_type_2
9669,assembly_line_type_2
9449,assembly_line_type_2
3227,assembly_line_type_2
10949,assembly_line_type_2
7411,assembly_line_type_2
14501,assembly_line_type_2
10975,assembly_line_type_2
1434,assembly_line_type_2
2403,assembly_line_type_2
9785,assembly_line_type_2
4443,assembly_line_type_2
12621,assembly_line_type_2
11907,assembly_line_type_2
11907,assembly_line_type_8
8922,assembly_line_type_2
2436,assembly_line_type_2
4397,assembly_line_type_2
12778,assembly_line_type_2
5317,assembly_line_type_8
13791,assembly_line_type_2
13622,assembly_line_type_2
1691,assembly_line_type_2
7567,assembly_line_type_2
15454,assembly_line_type_2
14364,assembly_line_type_2
4296,assembly_line_type_2
11813,assembly_line_type_2
4645,assembly_line_type_2
12548,assembly_line_type_2
9561,assembly_line_type_2
11079,assembly_line_type_2
11958,assembly_line_type_2
9210,assembly_line_type_2
10872,assembly_line_type_2
17174,assembly_line_type_2
1714,assembly_line_type_2
17675,assembly_line_type_2
9417,assembly_line_type_2
10245,assembly_line_type_2
14062,assembly_line_type_2
5005,assembly_line_type_2
9875,assembly_line_type_2
18185,assembly_line_type_2
5941,assembly_line_type_2
7209,assembly_line_type_2
18266,assembly_line_type_2
14797,assembly_line_type_2
6917,assembly_line_type_2
10510,assembly_line_type_2
10773,assembly_line_type_2
2077,assembly_line_type_2
7467,assembly_line_type_2
16217,assembly_line_type_2
3566,assembly_line_type_2
14517,assembly_line_type_2
13737,assembly_line_type_2
5747,assembly_line_type_2
10255,assembly_line_type_2
1033,assembly_line_type_2
16769,assembly_line_type_2
515,assembly_line_type_2
7204,assembly_line_type_2
10270,assembly_line_type_2
9571,assembly_line_type_2
4804,assembly_line_type_2
14619,assembly_line_type_2
2533,assembly_line_type_2
11548,assembly_line_type_8
11548,assembly_line_type_2
8262,assembly_line_type_2
13124,assembly_line_type_2
8814,assembly_line_type_2
3832,assembly_line_type_2
15579,assembly_line_type_2
14245,assembly_line_type_2
1265,assembly_line_type_2
7965,assembly_line_type_2
3517,assembly_line_type_2
5943,assembly_line_type_2
5240,assembly_line_type_2
16160,assembly_line_type_2
7278,assembly_line_type_2
17127,assembly_line_type_2
12676,assembly_line_type_2
1049,assembly_line_type_2
6308,assembly_line_type_2
11551,assembly_line_type_8
6778,assembly_line_type_2
1593,assembly_line_type_2
1593,assembly_line_type_8
15661,assembly_line_type_2
15661,assembly_line_type_8
4054,assembly_line_type_8
12614,assembly_line_type_2
12732,assembly_line_type_2
12732,assembly_line_type_8
17375,assembly_line_type_2
1136,assembly_line_type_2
5307,assembly_line_type_2
3486,assembly_line_type_2
10010,assembly_line_type_2
8150,assembly_line_type_2
314,assembly_line_type_2
9539,assembly_line_type_2
13500,assembly_line_type_2
5884,assembly_line_type_2
2307,assembly_line_type_2
14607,assembly_line_type_2
16464,assembly_line_type_2
5010,assembly_line_type_2
10908,assembly_line_type_2
17522,assembly_line_type_2
243,assembly_line_type_2
16326,assembly_line_type_2
2462,assembly_line_type_2
13503,assembly_line_type_2
1626,assembly_line_type_2
13922,assembly_line_type_8
13922,assembly_line_type_2
102,assembly_line_type_2
3600,assembly_line_type_2
9468,assembly_line_type_2
5171,assembly_line_type_2
7424,assembly_line_type_2
5198,assembly_line_type_2
30,assembly_line_type_2
17880,assembly_line_type_2
1454,assembly_line_type_2
17871,assembly_line_type_2
16132,assembly_line_type_2
13250,assembly_line_type_2
13250,assembly_line_type_8
1638,assembly_line_type_2
3997,assembly_line_type_2
1229,assembly_line_type_2
16973,assembly_line_type_2
5308,assembly_line_type_2
668,assembly_line_type_2
8479,assembly_line_type_2
13740,assembly_line_type_2
17168,assembly_line_type_2
15839,assembly_line_type_2
14971,assembly_line_type_2
3830,assembly_line_type_2
10114,assembly_line_type_2
14892,assembly_line_type_2
5490,assembly_line_type_2
2952,assembly_line_type_2
15049,assembly_line_type_2
11530,assembly_line_type_2
5088,assembly_line_type_2
8671,assembly_line_type_2
14383,assembly_line_type_2
3257,assembly_line_type_2
7045,assembly_line_type_2
15351,assembly_line_type_2
15351,assembly_line_type_8
14638,assembly_line_type_2
12581,assembly_line_type_2
17123,assembly_line_type_2
16875,assembly_line_type_2
14613,assembly_line_type_2
8189,assembly_line_type_2
18386,assembly_line_type_2
6370,assembly_line_type_2
15894,assembly_line_type_2
3631,assembly_line_type_2
14951,assembly_line_type_2
11852,assembly_line_type_2
7938,assembly_line_type_2
15902,assembly_line_type_2
3015,assembly_line_type_2
13942,assembly_line_type_2
12001,assembly_line_type_8
8862,assembly_line_type_2
1844,assembly_line_type_2
6173,assembly_line_type_2
16300,assembly_line_type_2
2204,assembly_line_type_2
6906,assembly_line_type_2
10638,assembly_line_type_2
10764,assembly_line_type_2
1066,assembly_line_type_2
17783,assembly_line_type_2
8884,assembly_line_type_2
1016,assembly_line_type_2
3595,assembly_line_type_2
5448,assembly_line_type_2
13671,assembly_line_type_2
10267,assembly_line_type_8
4133,assembly_line_type_8
4248,assembly_line_type_2
11235,assembly_line_type_2
6275,assembly_line_type_8
6275,assembly_line_type_2
9627,assembly_line_type_8
6392,assembly_line_type_9
14130,assembly_line_type_3
14130,assembly_line_type_9
17378,assembly_line_type_3
17378,assembly_line_type_9
4347,assembly_line_type_3
4347,assembly_line_type_9
2079,assembly_line_type_9
2079,assembly_line_type_3
7701,assembly_line_type_3
16285,assembly_line_type_9
16285,assembly_line_type_3
4795,assembly_line_type_3
4795,assembly_line_type_9
953,assembly_line_type_3
11804,assembly_line_type_3
11804,assembly_line_type_9
17267,assembly_line_type_3
17267,assembly_line_type_9
16280,assembly_line_type_9
16280,assembly_line_type_3
17492,assembly_line_type_9
17492,assembly_line_type_3
13561,assembly_line_type_9
13561,assembly_line_type_3
13519,assembly_line_type_8
13519,assembly_line_type_2
13519,assembly_line_type_3
309,assembly_line_type_9
309,assembly_line_type_3
309,assembly_line_type_8
16855,assembly_line_type_9
16855,assembly_line_type_8
11474,assembly_line_type_8
11474,assembly_line_type_2
1001,assembly_line_type_2
12985,assembly_line_type_3
12985,assembly_line_type_8
1321,assembly_line_type_9
12754,assembly_line_type_9
7328,assembly_line_type_3
7328,assembly_line_type_8
13772,assembly_line_type_9
10654,assembly_line_type_9
158,assembly_line_type_9
12799,assembly_line_type_8
1619,assembly_line_type_9
1619,assembly_line_type_3
1619,assembly_line_type_8
4888,assembly_line_type_2
4888,assembly_line_type_9
14120,assembly_line_type_3
14120,assembly_line_type_9
13979,assembly_line_type_3
13979,assembly_line_type_9
3269,assembly_line_type_2
3269,assembly_line_type_9
5937,assembly_line_type_8
3750,assembly_line_type_8
18366,assembly_line_type_8
18366,assembly_line_type_3
12529,assembly_line_type_3
12529,assembly_line_type_8
5458,assembly_line_type_3
14850,assembly_line_type_2
15987,assembly_line_type_3
18089,assembly_line_type_3
13428,assembly_line_type_3
3538,assembly_line_type_8
3538,assembly_line_type_3
1724,assembly_line_type_3
16090,assembly_line_type_2
17105,assembly_line_type_3
7636,assembly_line_type_3
3715,assembly_line_type_3
18484,assembly_line_type_3
16579,assembly_line_type_3
9371,assembly_line_type_3
18206,assembly_line_type_3
6790,assembly_line_type_3
3202,assembly_line_type_3
10279,assembly_line_type_3
2063,assembly_line_type_3
6885,assembly_line_type_8
6885,assembly_line_type_2
6885,assembly_line_type_3
18084,assembly_line_type_2
18084,assembly_line_type_8
4415,assembly_line_type_2
3652,assembly_line_type_8
3652,assembly_line_type_2
13842,assembly_line_type_8
13842,assembly_line_type_2
4762,assembly_line_type_8
4762,assembly_line_type_2
17810,assembly_line_type_8
10906,assembly_line_type_2
5418,assembly_line_type_8
4059,assembly_line_type_8
8999,assembly_line_type_8
17846,assembly_line_type_2
10437,assembly_line_type_8
13175,assembly_line_type_8
11261,assembly_line_type_8
15655,assembly_line_type_8
15655,assembly_line_type_5
15655,assembly_line_type_2
15926,assembly_line_type_8
11683,assembly_line_type_8
11683,assembly_line_type_5
15093,assembly_line_type_8
1616,assembly_line_type_8
1616,assembly_line_type_5
1616,assembly_line_type_2
6415,assembly_line_type_2
6415,assembly_line_type_8
14891,assembly_line_type_2
14599,assembly_line_type_8
8144,assembly_line_type_8
7867,assembly_line_type_2
601,assembly_line_type_2
3438,assembly_line_type_2
5929,assembly_line_type_8
8543,assembly_line_type_2
4096,assembly_line_type_2
9623,assembly_line_type_8
8415,assembly_line_type_8
11028,assembly_line_type_8
11028,assembly_line_type_2
13639,assembly_line_type_8
13639,assembly_line_type_2
15046,assembly_line_type_1
15046,assembly_line_type_2
16985,assembly_line_type_1
16985,assembly_line_type_2
5452,assembly_line_type_8
5452,assembly_line_type_2
17794,assembly_line_type_8
17794,assembly_line_type_2
165,assembly_line_type_8
165,assembly_line_type_2
398,assembly_line_type_8
398,assembly_line_type_2
1952,assembly_line_type_2
6409,assembly_line_type_8
7113,assembly_line_type_8
6924,assembly_line_type_8
11983,assembly_line_type_8
11983,assembly_line_type_2
11458,assembly_line_type_8
11458,assembly_line_type_2
1215,assembly_line_type_2
12796,assembly_line_type_2
17233,assembly_line_type_2
10595,assembly_line_type_8
10595,assembly_line_type_2
10657,assembly_line_type_8
17637,assembly_line_type_2
173,assembly_line_type_2
18467,assembly_line_type_8
5279,assembly_line_type_2
2341,assembly_line_type_2
4314,assembly_line_type_2
2507,assembly_line_type_8
4304,assembly_line_type_2
14028,assembly_line_type_8
10788,assembly_line_type_8
10788,assembly_line_type_2
4166,assembly_line_type_8
1441,assembly_line_type_8
1441,assembly_line_type_2
2326,assembly_line_type_3
6647,assembly_line_type_9
11076,assembly_line_type_3
11076,assembly_line_type_9
12681,assembly_line_type_8
13487,assembly_line_type_9
16075,assembly_line_type_2
9955,assembly_line_type_2
1641,assembly_line_type_2
4855,assembly_line_type_2
14000,assembly_line_type_2
11867,assembly_line_type_2
7058,assembly_line_type_8
5836,assembly_line_type_8
11353,assembly_line_type_3
11353,assembly_line_type_2
17796,assembly_line_type_2
17776,assembly_line_type_2
18035,assembly_line_type_2
17411,assembly_line_type_2
7510,assembly_line_type_2
1634,assembly_line_type_2
7939,assembly_line_type_2
4435,assembly_line_type_8
17663,assembly_line_type_8
6686,assembly_line_type_3
4904,assembly_line_type_8
9906,assembly_line_type_8
16939,assembly_line_type_8
5946,assembly_line_type_8
15148,assembly_line_type_8
2797,assembly_line_type_8
11749,assembly_line_type_8
13885,assembly_line_type_2
13885,assembly_line_type_8
5931,assembly_line_type_8
6886,assembly_line_type_8
16604,assembly_line_type_8
16604,assembly_line_type_2
16723,assembly_line_type_8
10426,assembly_line_type_8
10968,assembly_line_type_8
18009,assembly_line_type_8
8872,assembly_line_type_8
4122,assembly_line_type_8
17109,assembly_line_type_8
2225,assembly_line_type_8
12567,assembly_line_type_2
12567,assembly_line_type_8
18217,assembly_line_type_8
14717,assembly_line_type_8
17610,assembly_line_type_8
4373,assembly_line_type_8
14841,assembly_line_type_8
3964,assembly_line_type_8
9401,assembly_line_type_8
757,assembly_line_type_8
17915,assembly_line_type_8
4999,assembly_line_type_8
117,assembly_line_type_8
7738,assembly_line_type_8
14874,assembly_line_type_8
4485,assembly_line_type_8
10655,assembly_line_type_2
14119,assembly_line_type_8
14119,assembly_line_type_2
15735,assembly_line_type_2
15735,assembly_line_type_8
12744,assembly_line_type_8
14241,assembly_line_type_8
7099,assembly_line_type_2
6781,assembly_line_type_8
6781,assembly_line_type_2
9711,assembly_line_type_8
5674,assembly_line_type_2
11244,assembly_line_type_8
7358,assembly_line_type_2
13851,assembly_line_type_2
12580,assembly_line_type_2
2986,assembly_line_type_2
8034,assembly_line_type_2
16084,assembly_line_type_2
1922,assembly_line_type_2
7500,assembly_line_type_2
13520,assembly_line_type_2
1679,assembly_line_type_2
1872,assembly_line_type_8
4189,assembly_line_type_8
15734,assembly_line_type_2
15417,assembly_line_type_2
17340,assembly_line_type_2
17166,assembly_line_type_2
16738,assembly_line_type_8
16738,assembly_line_type_2
12434,assembly_line_type_8
8905,assembly_line_type_8
12402,assembly_line_type_8
14651,assembly_line_type_8
992,assembly_line_type_8
8779,assembly_line_type_8
3846,assembly_line_type_3
7591,assembly_line_type_3
7591,assembly_line_type_8
7591,assembly_line_type_9
15553,assembly_line_type_8
15553,assembly_line_type_2
8952,assembly_line_type_8
8952,assembly_line_type_2
1654,assembly_line_type_2
11607,assembly_line_type_2
9950,assembly_line_type_2
1519,assembly_line_type_2
8489,assembly_line_type_2
4712,assembly_line_type_8
18064,assembly_line_type_8
9070,assembly_line_type_8
11299,assembly_line_type_8
9688,assembly_line_type_8
5368,assembly_line_type_8
13246,assembly_line_type_8
18012,assembly_line_type_8
3325,assembly_line_type_8
14650,assembly_line_type_8
14300,assembly_line_type_8
4313,assembly_line_type_8
6108,assembly_line_type_8
11832,assembly_line_type_8
10037,assembly_line_type_8
4255,assembly_line_type_8
6606,assembly_line_type_8
5268,assembly_line_type_8
3359,assembly_line_type_8
3359,assembly_line_type_9
16407,assembly_line_type_8
16489,assembly_line_type_8
3767,assembly_line_type_8
12105,assembly_line_type_8
13716,assembly_line_type_8
4087,assembly_line_type_8
4087,assembly_line_type_9
7838,assembly_line_type_8
10604,assembly_line_type_8
12894,assembly_line_type_8
2255,assembly_line_type_8
15631,assembly_line_type_8
2235,assembly_line_type_8
2491,assembly_line_type_8
1644,assembly_line_type_8
1644,assembly_line_type_9
4639,assembly_line_type_8
1166,assembly_line_type_8
6319,assembly_line_type_8
1986,assembly_line_type_8
3417,assembly_line_type_8
10422,assembly_line_type_8
16063,assembly_line_type_8
10984,assembly_line_type_8
9230,assembly_line_type_8
2683,assembly_line_type_8
16740,assembly_line_type_8
17768,assembly_line_type_8
10433,assembly_line_type_8
930,assembly_line_type_8
9464,assembly_line_type_8
15798,assembly_line_type_8
7331,assembly_line_type_8
10910,assembly_line_type_8
15942,assembly_line_type_8
5046,assembly_line_type_8
4991,assembly_line_type_8
4660,assembly_line_type_8
7989,assembly_line_type_8
16473,assembly_line_type_8
17490,assembly_line_type_8
12853,assembly_line_type_8
16664,assembly_line_type_8
1045,assembly_line_type_8
16178,assembly_line_type_8
6757,assembly_line_type_8
10325,assembly_line_type_8
1327,assembly_line_type_8
18065,assembly_line_type_8
6952,assembly_line_type_8
14929,assembly_line_type_8
2482,assembly_line_type_8
16076,assembly_line_type_2
5690,assembly_line_type_8
6226,assembly_line_type_8
2013,assembly_line_type_8
10102,assembly_line_type_2
13634,assembly_line_type_2
18445,assembly_line_type_2
13294,assembly_line_type_2
1757,assembly_line_type_2
3079,assembly_line_type_2
2981,assembly_line_type_2
2876,assembly_line_type_2
13054,assembly_line_type_8
909,assembly_line_type_8
13773,assembly_line_type_2
5412,assembly_line_type_2
3521,assembly_line_type_2
2882,assembly_line_type_2
2312,assembly_line_type_2
15564,assembly_line_type_2
15022,assembly_line_type_2
3676,assembly_line_type_2
9218,assembly_line_type_2
18394,assembly_line_type_2
1375,assembly_line_type_2
14833,assembly_line_type_2
13852,assembly_line_type_2
5183,assembly_line_type_2
7364,assembly_line_type_2
2262,assembly_line_type_2
10023,assembly_line_type_2
10766,assembly_line_type_8
18288,assembly_line_type_8
4643,assembly_line_type_8
8033,assembly_line_type_8
12766,assembly_line_type_8
6186,assembly_line_type_8
15104,assembly_line_type_8
3633,assembly_line_type_8
5255,assembly_line_type_8
5447,assembly_line_type_8
17324,assembly_line_type_8
2263,assembly_line_type_8
3300,assembly_line_type_8
2732,assembly_line_type_8
6111,assembly_line_type_8
8627,assembly_line_type_8
17934,assembly_line_type_8
11004,assembly_line_type_8
9408,assembly_line_type_8
13318,assembly_line_type_8
7152,assembly_line_type_8
1563,assembly_line_type_8
13633,assembly_line_type_8
7929,assembly_line_type_8
8166,assembly_line_type_8
17560,assembly_line_type_8
2967,assembly_line_type_8
13647,assembly_line_type_8
7023,assembly_line_type_8
12821,assembly_line_type_8
8705,assembly_line_type_8
6898,assembly_line_type_8
10937,assembly_line_type_8
16128,assembly_line_type_8
13723,assembly_line_type_8
172,assembly_line_type_8
7684,assembly_line_type_8
163,assembly_line_type_8
5852,assembly_line_type_8
10878,assembly_line_type_8
13003,assembly_line_type_8
15526,assembly_line_type_8
12941,assembly_line_type_8
18261,assembly_line_type_8
17268,assembly_line_type_8
6706,assembly_line_type_8
4766,assembly_line_type_8
48,assembly_line_type_8
2579,assembly_line_type_8
15083,assembly_line_type_8
4644,assembly_line_type_8
2315,assembly_line_type_8
15784,assembly_line_type_8
3403,assembly_line_type_8
1787,assembly_line_type_8
12098,assembly_line_type_8
11338,assembly_line_type_2
17374,assembly_line_type_2
17005,assembly_line_type_8
1812,assembly_line_type_2
11105,assembly_line_type_8
6983,assembly_line_type_8
10971,assembly_line_type_8
7582,assembly_line_type_8
1065,assembly_line_type_8
7470,assembly_line_type_8
6041,assembly_line_type_8
7309,assembly_line_type_8
6868,assembly_line_type_8
7388,assembly_line_type_8
3800,assembly_line_type_8
18302,assembly_line_type_8
11668,assembly_line_type_8
13321,assembly_line_type_8
7513,assembly_line_type_8
18291,assembly_line_type_8
13049,assembly_line_type_8
16208,assembly_line_type_8
9846,assembly_line_type_8
2817,assembly_line_type_8
4140,assembly_line_type_8
7750,assembly_line_type_8
1284,assembly_line_type_8
11892,assembly_line_type_8
6765,assembly_line_type_8
16126,assembly_line_type_8
8926,assembly_line_type_8
15421,assembly_line_type_8
2399,assembly_line_type_8
13730,assembly_line_type_8
7762,assembly_line_type_8
11426,assembly_line_type_8
15224,assembly_line_type_8
12499,assembly_line_type_8
17144,assembly_line_type_8
17144,assembly_line_type_2
18016,assembly_line_type_8
15620,assembly_line_type_8
9851,assembly_line_type_8
7756,assembly_line_type_8
3502,assembly_line_type_8
11643,assembly_line_type_8
5154,assembly_line_type_8
17562,assembly_line_type_8
9685,assembly_line_type_2
9685,assembly_line_type_8
15294,assembly_line_type_8
5572,assembly_line_type_8
4273,assembly_line_type_8
2618,assembly_line_type_8
376,assembly_line_type_8
18393,assembly_line_type_8
14992,assembly_line_type_8
4862,assembly_line_type_8
6298,assembly_line_type_8
6682,assembly_line_type_8
3884,assembly_line_type_8
17708,assembly_line_type_8
8760,assembly_line_type_8
4267,assembly_line_type_8
13504,assembly_line_type_8
16222,assembly_line_type_8
15010,assembly_line_type_8
11903,assembly_line_type_8
9631,assembly_line_type_8
8669,assembly_line_type_8
9457,assembly_line_type_8
2137,assembly_line_type_8
10177,assembly_line_type_8
16669,assembly_line_type_8
6977,assembly_line_type_8
10750,assembly_line_type_8
14691,assembly_line_type_8
13266,assembly_line_type_8
5381,assembly_line_type_8
9263,assembly_line_type_8
7001,assembly_line_type_8
10405,assembly_line_type_8
17806,assembly_line_type_8
11154,assembly_line_type_8
310,assembly_line_type_8
10312,assembly_line_type_8
4657,assembly_line_type_8
159,assembly_line_type_8
13562,assembly_line_type_8
12571,assembly_line_type_8
6195,assembly_line_type_8
5536,assembly_line_type_8
92,assembly_line_type_8
2213,assembly_line_type_8
8156,assembly_line_type_8
6539,assembly_line_type_8
11526,assembly_line_type_8
1999,assembly_line_type_8
4555,assembly_line_type_8
17381,assembly_line_type_8
18044,assembly_line_type_8
15106,assembly_line_type_8
10294,assembly_line_type_8
5538,assembly_line_type_8
13060,assembly_line_type_8
6419,assembly_line_type_8
6317,assembly_line_type_8
7161,assembly_line_type_8
4157,assembly_line_type_8
3285,assembly_line_type_8
16199,assembly_line_type_8
6220,assembly_line_type_8
10896,assembly_line_type_8
10642,assembly_line_type_8
9194,assembly_line_type_8
10784,assembly_line_type_8
14512,assembly_line_type_8
16597,assembly_line_type_8
18502,assembly_line_type_8
6314,assembly_line_type_8
7387,assembly_line_type_8
3392,assembly_line_type_8
9301,assembly_line_type_8
16267,assembly_line_type_8
10034,assembly_line_type_8
7290,assembly_line_type_8
9889,assembly_line_type_8
10574,assembly_line_type_8
15537,assembly_line_type_8
4834,assembly_line_type_8
2136,assembly_line_type_8
12641,assembly_line_type_8
1607,assembly_line_type_8
18419,assembly_line_type_8
11252,assembly_line_type_8
14908,assembly_line_type_8
12349,assembly_line_type_8
1981,assembly_line_type_8
8154,assembly_line_type_8
13227,assembly_line_type_8
6247,assembly_line_type_8
1102,assembly_line_type_8
9743,assembly_line_type_7
9743,assembly_line_type_6
9743,assembly_line_type_8
9743,assembly_line_type_4
17004,assembly_line_type_4
17004,assembly_line_type_8
9710,assembly_line_type_8
9710,assembly_line_type_6
8740,assembly_line_type_6
8740,assembly_line_type_8
4078,assembly_line_type_4
4078,assembly_line_type_8
6725,assembly_line_type_8
5009,assembly_line_type_6
5009,assembly_line_type_8
5009,assembly_line_type_10
11552,assembly_line_type_6
11552,assembly_line_type_10
1,assembly_line_type_8
1,assembly_line_type_6
15132,assembly_line_type_6
3159,assembly_line_type_7
18010,assembly_line_type_8
18010,assembly_line_type_6
3011,assembly_line_type_8
3011,assembly_line_type_6
5612,assembly_line_type_6
5612,assembly_line_type_8
5612,assembly_line_type_4
5612,assembly_line_type_2
5612,assembly_line_type_7
11677,assembly_line_type_6
11677,assembly_line_type_8
4624,assembly_line_type_6
11988,assembly_line_type_6
11988,assembly_line_type_8
10115,assembly_line_type_8
10115,assembly_line_type_6
10115,assembly_line_type_4
8646,assembly_line_type_6
8646,assembly_line_type_8
12383,assembly_line_type_6
12383,assembly_line_type_8
3163,assembly_line_type_8
3163,assembly_line_type_4
11055,assembly_line_type_7
11055,assembly_line_type_8
11055,assembly_line_type_2
11055,assembly_line_type_4
11055,assembly_line_type_6
12501,assembly_line_type_4
12501,assembly_line_type_8
15878,assembly_line_type_8
15878,assembly_line_type_4
12370,assembly_line_type_8
1479,assembly_line_type_8
8751,assembly_line_type_8
574,assembly_line_type_8
3738,assembly_line_type_8
2924,assembly_line_type_8
59,assembly_line_type_8
9090,assembly_line_type_8
4024,assembly_line_type_8
4893,assembly_line_type_8
7600,assembly_line_type_8
7600,assembly_line_type_2
11297,assembly_line_type_8
17289,assembly_line_type_8
16155,assembly_line_type_8
18269,assembly_line_type_8
11137,assembly_line_type_8
700,assembly_line_type_8
10428,assembly_line_type_8
18397,assembly_line_type_8
13840,assembly_line_type_8
7066,assembly_line_type_8
18440,assembly_line_type_8
394,assembly_line_type_8
1006,assembly_line_type_8
18466,assembly_line_type_8
3005,assembly_line_type_8
15118,assembly_line_type_8
18495,assembly_line_type_8
13957,assembly_line_type_2
13957,assembly_line_type_8
6112,assembly_line_type_8
2125,assembly_line_type_8
17925,assembly_line_type_8
6521,assembly_line_type_8
16123,assembly_line_type_8
13959,assembly_line_type_8
10020,assembly_line_type_8
5833,assembly_line_type_8
1377,assembly_line_type_8
17804,assembly_line_type_8
5798,assembly_line_type_8
11722,assembly_line_type_8
3439,assembly_line_type_8
13783,assembly_line_type_8
10599,assembly_line_type_8
16859,assembly_line_type_8
1650,assembly_line_type_8
5422,assembly_line_type_2
2073,assembly_line_type_2
16981,assembly_line_type_2
7505,assembly_line_type_2
6961,assembly_line_type_2
13684,assembly_line_type_8
13684,assembly_line_type_7
8987,assembly_line_type_8
8987,assembly_line_type_2
8987,assembly_line_type_7
14639,assembly_line_type_8
3827,assembly_line_type_2
11372,assembly_line_type_4
11372,assembly_line_type_8
9538,assembly_line_type_8
4421,assembly_line_type_4
4421,assembly_line_type_8
8925,assembly_line_type_8
6562,assembly_line_type_8
6562,assembly_line_type_2
6562,assembly_line_type_4
1295,assembly_line_type_8
1295,assembly_line_type_4
11654,assembly_line_type_4
11654,assembly_line_type_8
1813,assembly_line_type_8
1813,assembly_line_type_4
16404,assembly_line_type_8
16404,assembly_line_type_4
16404,assembly_line_type_2
5734,assembly_line_type_2
5734,assembly_line_type_7
5734,assembly_line_type_8
8290,assembly_line_type_2
8290,assembly_line_type_4
8290,assembly_line_type_8
3041,assembly_line_type_4
3041,assembly_line_type_8
730,assembly_line_type_7
730,assembly_line_type_8
4959,assembly_line_type_8
4959,assembly_line_type_2
7933,assembly_line_type_4
7933,assembly_line_type_2
7933,assembly_line_type_8
10698,assembly_line_type_4
10698,assembly_line_type_2
10698,assembly_line_type_8
2880,assembly_line_type_4
2880,assembly_line_type_8
2880,assembly_line_type_2
1911,assembly_line_type_8
1911,assembly_line_type_7
5607,assembly_line_type_7
5607,assembly_line_type_8
4001,assembly_line_type_8
4001,assembly_line_type_7
9661,assembly_line_type_8
15152,assembly_line_type_8
5441,assembly_line_type_8
7164,assembly_line_type_8
7164,assembly_line_type_7
9994,assembly_line_type_8
9994,assembly_line_type_7
16909,assembly_line_type_7
16909,assembly_line_type_8
7792,assembly_line_type_8
7792,assembly_line_type_7
8017,assembly_line_type_8
15599,assembly_line_type_8
15599,assembly_line_type_7
18363,assembly_line_type_8
18363,assembly_line_type_4
5060,assembly_line_type_7
5060,assembly_line_type_8
14780,assembly_line_type_7
14780,assembly_line_type_8
5642,assembly_line_type_8
14334,assembly_line_type_8
14334,assembly_line_type_2
14334,assembly_line_type_7
3829,assembly_line_type_4
3829,assembly_line_type_8
11762,assembly_line_type_7
11762,assembly_line_type_8
9402,assembly_line_type_8
9402,assembly_line_type_7
11111,assembly_line_type_8
14019,assembly_line_type_8
14019,assembly_line_type_7
3505,assembly_line_type_7
3505,assembly_line_type_8
3077,assembly_line_type_7
3077,assembly_line_type_8
17065,assembly_line_type_8
17065,assembly_line_type_7
11533,assembly_line_type_7
11533,assembly_line_type_8
14033,assembly_line_type_8
14033,assembly_line_type_7
7225,assembly_line_type_8
7225,assembly_line_type_7
13271,assembly_line_type_7
13271,assembly_line_type_8
15424,assembly_line_type_8
15424,assembly_line_type_7
15708,assembly_line_type_8
15708,assembly_line_type_7
1175,assembly_line_type_8
1175,assembly_line_type_7
17721,assembly_line_type_7
17721,assembly_line_type_8
1324,assembly_line_type_7
1324,assembly_line_type_8
50,assembly_line_type_4
50,assembly_line_type_2
50,assembly_line_type_7
50,assembly_line_type_8
6780,assembly_line_type_7
6780,assembly_line_type_8
16328,assembly_line_type_8
16328,assembly_line_type_7
10585,assembly_line_type_8
10585,assembly_line_type_7
1220,assembly_line_type_8
1220,assembly_line_type_7
12597,assembly_line_type_8
12597,assembly_line_type_7
8896,assembly_line_type_8
8896,assembly_line_type_7
8856,assembly_line_type_7
8856,assembly_line_type_8
7030,assembly_line_type_8
7030,assembly_line_type_7
16364,assembly_line_type_7
16364,assembly_line_type_8
2494,assembly_line_type_8
2494,assembly_line_type_7
