id,issue_type
1817,issue_type_2
11274,issue_type_2
17180,issue_type_2
18404,issue_type_2
18374,issue_type_2
11327,issue_type_2
17512,issue_type_2
14012,issue_type_2
4708,issue_type_2
12484,issue_type_2
2145,issue_type_2
7391,issue_type_2
3057,issue_type_2
13570,issue_type_2
6200,issue_type_2
7255,issue_type_2
16213,issue_type_2
14853,issue_type_2
4686,issue_type_2
11898,issue_type_2
6433,issue_type_2
14226,issue_type_2
919,issue_type_1
18435,issue_type_2
8318,issue_type_2
11370,issue_type_2
6970,issue_type_2
16298,issue_type_2
2107,issue_type_2
8113,issue_type_2
12739,issue_type_2
17837,issue_type_2
16348,issue_type_2
4171,issue_type_2
11117,issue_type_2
2104,issue_type_2
17507,issue_type_2
11335,issue_type_2
15313,issue_type_2
3560,issue_type_2
5945,issue_type_2
5287,issue_type_2
15601,issue_type_2
16117,issue_type_2
4208,issue_type_2
4744,issue_type_2
12157,issue_type_2
8565,issue_type_2
2394,issue_type_2
10660,issue_type_2
18056,issue_type_2
10463,issue_type_2
13142,issue_type_2
2339,issue_type_2
7145,issue_type_2
13659,issue_type_2
10524,issue_type_2
3580,issue_type_4
11877,issue_type_2
6501,issue_type_2
10190,issue_type_2
779,issue_type_2
13211,issue_type_2
1202,issue_type_2
8280,issue_type_2
17215,issue_type_2
963,issue_type_1
8363,issue_type_2
5299,issue_type_1
7457,issue_type_2
14683,issue_type_1
9110,issue_type_2
3589,issue_type_2
1093,issue_type_2
16581,issue_type_2
3845,issue_type_2
1854,issue_type_4
15745,issue_type_2
10978,issue_type_2
5212,issue_type_2
8634,issue_type_2
6546,issue_type_2
9139,issue_type_2
7597,issue_type_2
10238,issue_type_2
1105,issue_type_1
4301,issue_type_2
9170,issue_type_2
9149,issue_type_2
15540,issue_type_2
11626,issue_type_2
12422,issue_type_4
425,issue_type_2
17805,issue_type_2
16885,issue_type_2
16537,issue_type_2
76,issue_type_2
17332,issue_type_2
12020,issue_type_2
3292,issue_type_1
9801,issue_type_1
2858,issue_type_1
9101,issue_type_1
10951,issue_type_2
5242,issue_type_2
16467,issue_type_2
14629,issue_type_2
17893,issue_type_2
3332,issue_type_2
7021,issue_type_2
9369,issue_type_2
15255,issue_type_2
241,issue_type_2
7190,issue_type_2
8226,issue_type_1
18188,issue_type_2
17286,issue_type_2
7609,issue_type_2
11780,issue_type_2
9691,issue_type_1
15217,issue_type_2
3805,issue_type_2
14401,issue_type_2
14561,issue_type_2
2620,issue_type_4
2813,issue_type_2
13304,issue_type_2
11860,issue_type_1
38,issue_type_2
18254,issue_type_2
1436,issue_type_2
11831,issue_type_2
12364,issue_type_1
15126,issue_type_4
15073,issue_type_2
16379,issue_type_2
12416,issue_type_2
3065,issue_type_2
12505,issue_type_2
18552,issue_type_2
2908,issue_type_2
18342,issue_type_2
14620,issue_type_2
11417,issue_type_2
5210,issue_type_2
9943,issue_type_2
18023,issue_type_2
3810,issue_type_2
13257,issue_type_2
9806,issue_type_2
5203,issue_type_2
10430,issue_type_2
17350,issue_type_2
1506,issue_type_2
16289,issue_type_2
12368,issue_type_2
17466,issue_type_2
8927,issue_type_2
15428,issue_type_2
11688,issue_type_2
7517,issue_type_2
6179,issue_type_2
18066,issue_type_2
5948,issue_type_2
15033,issue_type_2
10211,issue_type_2
13635,issue_type_2
15881,issue_type_2
4539,issue_type_2
16371,issue_type_2
17900,issue_type_2
12073,issue_type_1
11997,issue_type_1
6829,issue_type_1
2525,issue_type_1
4139,issue_type_2
10831,issue_type_2
17217,issue_type_2
11980,issue_type_2
4095,issue_type_2
2456,issue_type_2
7926,issue_type_2
12980,issue_type_2
5233,issue_type_2
5405,issue_type_2
12381,issue_type_2
6614,issue_type_2
12419,issue_type_2
10745,issue_type_2
10113,issue_type_4
7983,issue_type_2
4382,issue_type_2
6516,issue_type_2
9887,issue_type_2
16635,issue_type_2
9451,issue_type_2
9687,issue_type_2
15644,issue_type_2
2532,issue_type_2
9684,issue_type_2
5332,issue_type_2
5463,issue_type_2
13725,issue_type_2
14795,issue_type_2
3854,issue_type_2
15070,issue_type_2
8613,issue_type_2
11741,issue_type_2
12494,issue_type_2
17276,issue_type_2
667,issue_type_2
5228,issue_type_2
14989,issue_type_2
17667,issue_type_2
16933,issue_type_2
2816,issue_type_2
16804,issue_type_2
4071,issue_type_2
4172,issue_type_2
2871,issue_type_2
13525,issue_type_2
15670,issue_type_2
6478,issue_type_2
3179,issue_type_2
12586,issue_type_2
4198,issue_type_2
16948,issue_type_3
15820,issue_type_1
12631,issue_type_3
5483,issue_type_2
7690,issue_type_2
1116,issue_type_1
8563,issue_type_2
4081,issue_type_2
4405,issue_type_2
124,issue_type_2
15185,issue_type_2
2631,issue_type_1
17593,issue_type_2
5055,issue_type_2
18095,issue_type_2
17157,issue_type_2
16185,issue_type_2
13450,issue_type_2
12557,issue_type_2
10443,issue_type_1
3882,issue_type_1
3117,issue_type_2
2739,issue_type_2
13369,issue_type_2
6939,issue_type_2
4820,issue_type_2
2783,issue_type_2
1549,issue_type_2
7556,issue_type_1
16184,issue_type_4
5608,issue_type_2
14073,issue_type_2
2961,issue_type_2
14988,issue_type_2
4943,issue_type_2
16251,issue_type_4
3045,issue_type_4
3973,issue_type_1
2241,issue_type_2
7177,issue_type_2
12095,issue_type_2
1687,issue_type_2
13183,issue_type_2
16058,issue_type_2
12584,issue_type_2
14003,issue_type_2
17200,issue_type_2
5738,issue_type_2
17189,issue_type_2
11640,issue_type_1
9646,issue_type_2
4500,issue_type_2
17412,issue_type_2
2261,issue_type_2
15524,issue_type_2
12509,issue_type_2
5879,issue_type_2
5592,issue_type_2
9062,issue_type_2
7717,issue_type_2
11050,issue_type_2
16164,issue_type_2
17140,issue_type_2
3911,issue_type_2
418,issue_type_2
1067,issue_type_2
9703,issue_type_2
5102,issue_type_2
5789,issue_type_4
5292,issue_type_2
5480,issue_type_2
13381,issue_type_2
13941,issue_type_2
16748,issue_type_1
14309,issue_type_2
3753,issue_type_2
12975,issue_type_2
15812,issue_type_2
13439,issue_type_2
18375,issue_type_2
18282,issue_type_2
17418,issue_type_2
3582,issue_type_2
12655,issue_type_2
8830,issue_type_2
10678,issue_type_2
12575,issue_type_2
6461,issue_type_2
16046,issue_type_2
6210,issue_type_2
8821,issue_type_2
17337,issue_type_2
9941,issue_type_2
10415,issue_type_2
5499,issue_type_2
14332,issue_type_2
55,issue_type_2
7528,issue_type_2
10131,issue_type_2
16793,issue_type_2
14657,issue_type_2
5080,issue_type_2
13287,issue_type_2
17584,issue_type_2
15348,issue_type_2
4880,issue_type_2
11563,issue_type_2
6587,issue_type_2
15953,issue_type_2
9565,issue_type_2
18339,issue_type_2
17548,issue_type_2
12348,issue_type_2
9005,issue_type_2
332,issue_type_2
12797,issue_type_2
3639,issue_type_2
17827,issue_type_2
10108,issue_type_2
18218,issue_type_2
11407,issue_type_2
14358,issue_type_2
52,issue_type_2
4115,issue_type_2
688,issue_type_2
17994,issue_type_2
11992,issue_type_2
8074,issue_type_2
3353,issue_type_2
15634,issue_type_2
6556,issue_type_2
3062,issue_type_2
9838,issue_type_2
12431,issue_type_2
16408,issue_type_2
7968,issue_type_2
16776,issue_type_2
13449,issue_type_2
3373,issue_type_2
16971,issue_type_1
2133,issue_type_2
3870,issue_type_2
16050,issue_type_2
9241,issue_type_2
8521,issue_type_2
10791,issue_type_2
1203,issue_type_1
12579,issue_type_4
14645,issue_type_1
15448,issue_type_1
14612,issue_type_1
3428,issue_type_1
16800,issue_type_4
11226,issue_type_2
12903,issue_type_1
8798,issue_type_1
12620,issue_type_2
5864,issue_type_2
4697,issue_type_2
1738,issue_type_2
12296,issue_type_2
12340,issue_type_2
7543,issue_type_2
4533,issue_type_2
2459,issue_type_1
7009,issue_type_2
5440,issue_type_2
18529,issue_type_2
8054,issue_type_4
6503,issue_type_2
9667,issue_type_2
3813,issue_type_2
14325,issue_type_2
8147,issue_type_2
5626,issue_type_1
16481,issue_type_2
13739,issue_type_2
7434,issue_type_2
14958,issue_type_4
2503,issue_type_2
16637,issue_type_2
16059,issue_type_2
33,issue_type_2
1836,issue_type_2
6402,issue_type_2
12362,issue_type_2
2666,issue_type_2
17870,issue_type_2
9037,issue_type_2
1639,issue_type_2
10210,issue_type_2
4985,issue_type_2
7333,issue_type_2
4264,issue_type_2
11839,issue_type_2
15064,issue_type_2
7088,issue_type_2
12547,issue_type_1
7135,issue_type_1
11152,issue_type_4
8675,issue_type_2
1561,issue_type_2
12785,issue_type_2
11097,issue_type_1
2,issue_type_2
8775,issue_type_2
10382,issue_type_2
4665,issue_type_2
9083,issue_type_2
8486,issue_type_2
15525,issue_type_2
16384,issue_type_2
4590,issue_type_2
3901,issue_type_2
16321,issue_type_2
6783,issue_type_2
13095,issue_type_2
8615,issue_type_2
5947,issue_type_2
139,issue_type_2
16214,issue_type_2
8400,issue_type_2
17010,issue_type_2
13237,issue_type_2
6403,issue_type_2
11471,issue_type_2
6096,issue_type_2
768,issue_type_2
12184,issue_type_2
4928,issue_type_2
2195,issue_type_2
18046,issue_type_2
6479,issue_type_2
16323,issue_type_2
17142,issue_type_2
6436,issue_type_2
17517,issue_type_2
8397,issue_type_2
1141,issue_type_2
15910,issue_type_2
201,issue_type_2
9491,issue_type_2
15377,issue_type_2
4062,issue_type_2
4408,issue_type_2
7439,issue_type_2
16947,issue_type_2
6448,issue_type_2
14685,issue_type_2
15005,issue_type_1
8924,issue_type_2
11018,issue_type_2
17630,issue_type_2
4765,issue_type_4
17897,issue_type_2
5153,issue_type_2
5217,issue_type_2
10590,issue_type_2
1533,issue_type_2
17199,issue_type_2
13089,issue_type_2
5438,issue_type_2
15978,issue_type_2
10860,issue_type_2
6947,issue_type_2
3380,issue_type_2
4777,issue_type_2
6199,issue_type_2
16385,issue_type_2
16755,issue_type_2
13202,issue_type_4
3461,issue_type_2
15827,issue_type_2
12947,issue_type_2
4843,issue_type_2
9478,issue_type_2
12553,issue_type_2
2247,issue_type_2
6453,issue_type_2
2035,issue_type_2
9588,issue_type_2
14507,issue_type_2
9120,issue_type_2
18248,issue_type_2
6373,issue_type_2
17943,issue_type_2
17335,issue_type_2
4439,issue_type_2
7110,issue_type_2
800,issue_type_2
4283,issue_type_2
5656,issue_type_2
13701,issue_type_4
2352,issue_type_1
9915,issue_type_2
9383,issue_type_2
4042,issue_type_1
4468,issue_type_2
17529,issue_type_2
7157,issue_type_2
424,issue_type_2
16053,issue_type_4
4849,issue_type_2
10707,issue_type_2
6217,issue_type_2
9892,issue_type_2
11131,issue_type_4
12357,issue_type_2
13055,issue_type_2
5755,issue_type_2
8029,issue_type_2
15212,issue_type_2
996,issue_type_2
13161,issue_type_2
9254,issue_type_2
5258,issue_type_2
8123,issue_type_2
11719,issue_type_2
3651,issue_type_2
6091,issue_type_2
9671,issue_type_2
2508,issue_type_2
5216,issue_type_2
11149,issue_type_2
2200,issue_type_2
11727,issue_type_2
13609,issue_type_2
3975,issue_type_2
17100,issue_type_2
2711,issue_type_1
2453,issue_type_2
16360,issue_type_2
1960,issue_type_2
1113,issue_type_2
11793,issue_type_2
1831,issue_type_2
18201,issue_type_2
5859,issue_type_2
18154,issue_type_2
13029,issue_type_2
10135,issue_type_2
12867,issue_type_2
12328,issue_type_2
8232,issue_type_2
7753,issue_type_2
4965,issue_type_2
11849,issue_type_2
1740,issue_type_2
1582,issue_type_2
2334,issue_type_2
14407,issue_type_2
4334,issue_type_2
1552,issue_type_2
12342,issue_type_2
12287,issue_type_2
13544,issue_type_2
11314,issue_type_2
929,issue_type_2
2111,issue_type_2
11761,issue_type_2
18085,issue_type_2
12832,issue_type_2
5841,issue_type_2
12900,issue_type_2
12873,issue_type_2
13448,issue_type_2
11106,issue_type_2
15353,issue_type_2
2718,issue_type_2
2127,issue_type_2
14371,issue_type_2
14477,issue_type_2
17219,issue_type_2
11183,issue_type_1
2716,issue_type_4
6884,issue_type_2
17654,issue_type_1
16737,issue_type_2
4654,issue_type_2
1293,issue_type_2
12916,issue_type_2
11118,issue_type_2
15354,issue_type_2
11376,issue_type_2
11902,issue_type_2
7519,issue_type_2
2002,issue_type_2
7603,issue_type_2
9984,issue_type_2
6261,issue_type_2
11948,issue_type_2
11479,issue_type_2
9956,issue_type_2
1503,issue_type_2
18293,issue_type_2
14896,issue_type_2
7884,issue_type_2
1640,issue_type_2
16841,issue_type_2
15816,issue_type_2
2888,issue_type_2
11424,issue_type_2
18332,issue_type_2
15279,issue_type_2
15236,issue_type_2
6841,issue_type_2
17561,issue_type_2
490,issue_type_2
10733,issue_type_2
3051,issue_type_1
7168,issue_type_2
14102,issue_type_2
2012,issue_type_2
15296,issue_type_2
11720,issue_type_2
15732,issue_type_2
10900,issue_type_2
14590,issue_type_2
3047,issue_type_2
10305,issue_type_2
6002,issue_type_2
2301,issue_type_4
1443,issue_type_2
11655,issue_type_2
7570,issue_type_2
913,issue_type_2
6303,issue_type_2
17473,issue_type_2
7663,issue_type_2
15659,issue_type_2
15691,issue_type_2
15713,issue_type_2
11960,issue_type_2
11744,issue_type_2
7900,issue_type_2
4576,issue_type_2
5500,issue_type_2
10230,issue_type_2
7732,issue_type_2
2351,issue_type_2
4956,issue_type_2
4252,issue_type_1
8967,issue_type_2
12212,issue_type_2
6237,issue_type_2
11900,issue_type_2
16081,issue_type_2
17295,issue_type_2
1468,issue_type_2
1847,issue_type_2
10142,issue_type_2
4303,issue_type_2
7780,issue_type_2
13129,issue_type_2
13233,issue_type_2
672,issue_type_2
11121,issue_type_2
5566,issue_type_2
7788,issue_type_2
7165,issue_type_1
2838,issue_type_1
11125,issue_type_2
12865,issue_type_1
531,issue_type_2
15074,issue_type_2
4492,issue_type_2
2560,issue_type_2
4281,issue_type_2
15068,issue_type_2
3482,issue_type_2
17494,issue_type_2
63,issue_type_2
7858,issue_type_4
7839,issue_type_2
14751,issue_type_2
8158,issue_type_2
15794,issue_type_2
15569,issue_type_2
10317,issue_type_2
9965,issue_type_2
4265,issue_type_2
14347,issue_type_2
12767,issue_type_2
4867,issue_type_2
14641,issue_type_2
7714,issue_type_2
8883,issue_type_2
7627,issue_type_2
17781,issue_type_2
11610,issue_type_2
7755,issue_type_2
17272,issue_type_2
1179,issue_type_2
17042,issue_type_2
9237,issue_type_2
13020,issue_type_1
12089,issue_type_2
5659,issue_type_2
6151,issue_type_2
1392,issue_type_2
16790,issue_type_2
4840,issue_type_2
11011,issue_type_2
16460,issue_type_2
4494,issue_type_2
16695,issue_type_2
17006,issue_type_2
11786,issue_type_2
11815,issue_type_2
13028,issue_type_2
2253,issue_type_2
16017,issue_type_1
2001,issue_type_2
11234,issue_type_2
11209,issue_type_2
12518,issue_type_2
233,issue_type_2
15345,issue_type_2
190,issue_type_2
1489,issue_type_2
10169,issue_type_2
7159,issue_type_2
6531,issue_type_2
15658,issue_type_2
13224,issue_type_2
9750,issue_type_1
8127,issue_type_2
1705,issue_type_2
14450,issue_type_2
11613,issue_type_2
5495,issue_type_2
7352,issue_type_2
9066,issue_type_2
10300,issue_type_2
231,issue_type_1
10912,issue_type_1
11637,issue_type_1
9795,issue_type_2
13549,issue_type_2
16771,issue_type_2
10732,issue_type_4
46,issue_type_2
9721,issue_type_2
5502,issue_type_2
17368,issue_type_2
2395,issue_type_2
13356,issue_type_2
15966,issue_type_2
1559,issue_type_2
8592,issue_type_2
10314,issue_type_2
17399,issue_type_2
13630,issue_type_2
1197,issue_type_2
14163,issue_type_2
7908,issue_type_2
15455,issue_type_2
2120,issue_type_2
1906,issue_type_2
17583,issue_type_2
13963,issue_type_2
270,issue_type_2
12942,issue_type_2
1472,issue_type_2
1100,issue_type_2
17098,issue_type_2
13145,issue_type_2
524,issue_type_2
15829,issue_type_2
10903,issue_type_2
15883,issue_type_2
12706,issue_type_1
3635,issue_type_2
11594,issue_type_2
12805,issue_type_2
280,issue_type_2
10072,issue_type_2
427,issue_type_2
13163,issue_type_2
1289,issue_type_2
13456,issue_type_2
11806,issue_type_2
10143,issue_type_2
6825,issue_type_2
9131,issue_type_2
17809,issue_type_2
3452,issue_type_2
4541,issue_type_2
11601,issue_type_2
2207,issue_type_2
10976,issue_type_4
5149,issue_type_2
15892,issue_type_2
13775,issue_type_2
8013,issue_type_2
2746,issue_type_2
5813,issue_type_1
2171,issue_type_2
3226,issue_type_2
4132,issue_type_2
6542,issue_type_2
14485,issue_type_1
16727,issue_type_2
9811,issue_type_2
17468,issue_type_2
2418,issue_type_4
12776,issue_type_1
12288,issue_type_4
14775,issue_type_1
2186,issue_type_2
2757,issue_type_2
1953,issue_type_2
18163,issue_type_2
6043,issue_type_1
2146,issue_type_2
7412,issue_type_2
16186,issue_type_2
4010,issue_type_2
13835,issue_type_2
11802,issue_type_2
469,issue_type_2
13415,issue_type_2
14316,issue_type_2
11197,issue_type_2
10242,issue_type_2
17980,issue_type_2
6700,issue_type_2
16158,issue_type_2
9863,issue_type_2
10749,issue_type_2
9321,issue_type_2
16886,issue_type_2
12201,issue_type_2
16427,issue_type_2
11143,issue_type_2
16601,issue_type_2
9977,issue_type_2
16152,issue_type_2
15462,issue_type_2
12781,issue_type_2
12016,issue_type_2
1051,issue_type_2
14622,issue_type_2
276,issue_type_2
2087,issue_type_2
4354,issue_type_2
1020,issue_type_2
18292,issue_type_2
14486,issue_type_1
16444,issue_type_1
6856,issue_type_2
1029,issue_type_2
10353,issue_type_2
2330,issue_type_2
2600,issue_type_2
9204,issue_type_2
5811,issue_type_2
656,issue_type_2
16636,issue_type_2
17838,issue_type_2
7251,issue_type_2
10184,issue_type_2
16487,issue_type_2
1888,issue_type_2
3496,issue_type_2
3948,issue_type_2
496,issue_type_2
7702,issue_type_2
11066,issue_type_2
3599,issue_type_2
11619,issue_type_2
17728,issue_type_2
1617,issue_type_2
10474,issue_type_2
8562,issue_type_2
75,issue_type_2
13280,issue_type_2
15315,issue_type_2
2510,issue_type_2
7891,issue_type_2
16343,issue_type_2
2152,issue_type_2
17291,issue_type_2
945,issue_type_2
2641,issue_type_2
8055,issue_type_2
9556,issue_type_2
788,issue_type_1
974,issue_type_2
17093,issue_type_2
4554,issue_type_1
16493,issue_type_2
16858,issue_type_4
4482,issue_type_1
5983,issue_type_2
6127,issue_type_1
2803,issue_type_2
14043,issue_type_2
14452,issue_type_2
4247,issue_type_2
2802,issue_type_2
10472,issue_type_2
18380,issue_type_4
11566,issue_type_2
16997,issue_type_2
5296,issue_type_2
646,issue_type_2
4028,issue_type_2
5925,issue_type_2
579,issue_type_2
9991,issue_type_2
3406,issue_type_2
18219,issue_type_2
11950,issue_type_2
7051,issue_type_2
2684,issue_type_2
9969,issue_type_2
49,issue_type_2
9376,issue_type_1
11072,issue_type_2
10495,issue_type_2
11959,issue_type_2
13344,issue_type_2
12570,issue_type_2
14786,issue_type_2
6476,issue_type_2
14935,issue_type_2
14208,issue_type_2
9436,issue_type_2
14175,issue_type_1
11618,issue_type_2
12013,issue_type_2
3950,issue_type_4
17800,issue_type_2
12100,issue_type_2
5158,issue_type_2
10683,issue_type_2
2020,issue_type_1
2933,issue_type_2
7243,issue_type_2
15775,issue_type_2
7330,issue_type_2
9269,issue_type_2
12011,issue_type_2
3987,issue_type_2
9302,issue_type_2
11387,issue_type_2
17782,issue_type_2
13848,issue_type_2
849,issue_type_1
5700,issue_type_2
15647,issue_type_2
12667,issue_type_2
4327,issue_type_2
3685,issue_type_2
13336,issue_type_2
18480,issue_type_2
380,issue_type_2
2306,issue_type_2
12512,issue_type_2
11891,issue_type_2
7178,issue_type_2
3310,issue_type_2
17253,issue_type_2
9784,issue_type_2
13587,issue_type_2
12076,issue_type_2
13001,issue_type_2
3026,issue_type_2
15361,issue_type_2
5939,issue_type_2
15982,issue_type_2
2323,issue_type_2
5261,issue_type_2
1301,issue_type_2
2422,issue_type_2
7453,issue_type_2
11300,issue_type_2
18531,issue_type_2
10566,issue_type_2
123,issue_type_1
14738,issue_type_2
15712,issue_type_2
6879,issue_type_2
16632,issue_type_2
10138,issue_type_2
16272,issue_type_2
8842,issue_type_2
15957,issue_type_2
1827,issue_type_2
9337,issue_type_2
2942,issue_type_2
9608,issue_type_2
8869,issue_type_2
4794,issue_type_2
971,issue_type_2
16784,issue_type_2
8622,issue_type_2
13481,issue_type_2
9973,issue_type_4
13014,issue_type_4
9562,issue_type_4
14069,issue_type_1
11647,issue_type_2
18128,issue_type_2
14551,issue_type_2
54,issue_type_2
3099,issue_type_2
9508,issue_type_2
14784,issue_type_2
4020,issue_type_2
5565,issue_type_2
4737,issue_type_2
5284,issue_type_2
7920,issue_type_2
17426,issue_type_2
8320,issue_type_4
6767,issue_type_2
14066,issue_type_2
205,issue_type_1
17153,issue_type_2
5618,issue_type_2
14624,issue_type_2
18062,issue_type_2
15581,issue_type_2
15082,issue_type_2
13194,issue_type_2
327,issue_type_2
8107,issue_type_2
976,issue_type_2
17500,issue_type_2
13990,issue_type_2
6312,issue_type_2
10450,issue_type_2
13345,issue_type_2
18401,issue_type_2
17678,issue_type_2
4025,issue_type_2
3612,issue_type_2
12164,issue_type_2
8742,issue_type_2
3028,issue_type_2
13181,issue_type_1
15840,issue_type_1
13797,issue_type_2
2886,issue_type_2
16446,issue_type_2
9238,issue_type_2
541,issue_type_2
4966,issue_type_2
10601,issue_type_2
13921,issue_type_2
5069,issue_type_2
14609,issue_type_2
3125,issue_type_2
10418,issue_type_2
5085,issue_type_2
8317,issue_type_2
7221,issue_type_2
2870,issue_type_2
13158,issue_type_2
6135,issue_type_2
8631,issue_type_2
6625,issue_type_2
4298,issue_type_2
10679,issue_type_2
4597,issue_type_2
14219,issue_type_2
14075,issue_type_2
13315,issue_type_2
6132,issue_type_2
7679,issue_type_2
5636,issue_type_2
16002,issue_type_2
2971,issue_type_2
9674,issue_type_2
14398,issue_type_2
7687,issue_type_2
2753,issue_type_2
15866,issue_type_2
815,issue_type_2
5270,issue_type_2
6820,issue_type_2
17556,issue_type_2
17885,issue_type_2
8249,issue_type_2
10457,issue_type_1
6911,issue_type_2
607,issue_type_2
1427,issue_type_1
7590,issue_type_1
16962,issue_type_2
9873,issue_type_2
16166,issue_type_2
4359,issue_type_2
3909,issue_type_2
12183,issue_type_2
2750,issue_type_2
7771,issue_type_2
5668,issue_type_4
15268,issue_type_2
18052,issue_type_2
785,issue_type_2
16960,issue_type_2
16704,issue_type_2
18246,issue_type_2
3932,issue_type_2
4615,issue_type_2
3440,issue_type_2
7525,issue_type_2
17499,issue_type_2
9625,issue_type_2
14454,issue_type_2
5787,issue_type_2
9111,issue_type_2
13598,issue_type_2
3841,issue_type_2
6999,issue_type_2
11303,issue_type_2
1636,issue_type_2
16964,issue_type_2
1808,issue_type_2
12204,issue_type_2
13993,issue_type_2
12912,issue_type_2
3311,issue_type_2
3207,issue_type_2
18094,issue_type_2
8820,issue_type_2
5239,issue_type_2
16466,issue_type_4
14210,issue_type_2
16619,issue_type_2
14156,issue_type_2
5862,issue_type_2
3435,issue_type_2
2972,issue_type_2
111,issue_type_2
15928,issue_type_2
4442,issue_type_2
6323,issue_type_2
15372,issue_type_2
13891,issue_type_2
16883,issue_type_2
17222,issue_type_2
12923,issue_type_2
14094,issue_type_2
11710,issue_type_1
1097,issue_type_2
18165,issue_type_2
18340,issue_type_2
12777,issue_type_2
10130,issue_type_2
3778,issue_type_2
14270,issue_type_2
9003,issue_type_4
15637,issue_type_2
11422,issue_type_2
4918,issue_type_2
3334,issue_type_2
8413,issue_type_2
5578,issue_type_2
8824,issue_type_2
13339,issue_type_1
15896,issue_type_2
12372,issue_type_2
13008,issue_type_2
8024,issue_type_2
15887,issue_type_2
7139,issue_type_2
10858,issue_type_2
5848,issue_type_2
188,issue_type_2
2059,issue_type_4
7365,issue_type_1
6731,issue_type_4
16646,issue_type_4
3200,issue_type_4
6228,issue_type_2
4696,issue_type_4
5520,issue_type_4
16134,issue_type_2
4570,issue_type_2
15619,issue_type_2
9473,issue_type_2
88,issue_type_2
5767,issue_type_2
6630,issue_type_2
17666,issue_type_2
16094,issue_type_2
18042,issue_type_2
3357,issue_type_2
11463,issue_type_2
2492,issue_type_2
14859,issue_type_2
13603,issue_type_2
8588,issue_type_2
15748,issue_type_2
5718,issue_type_2
2368,issue_type_1
16448,issue_type_2
8672,issue_type_2
2311,issue_type_1
5361,issue_type_2
13516,issue_type_2
1333,issue_type_2
7685,issue_type_2
6923,issue_type_2
1355,issue_type_2
7419,issue_type_2
724,issue_type_2
15931,issue_type_2
14295,issue_type_2
7629,issue_type_2
2899,issue_type_2
11306,issue_type_2
5092,issue_type_2
10213,issue_type_1
15446,issue_type_2
2066,issue_type_2
6248,issue_type_2
17824,issue_type_2
13392,issue_type_2
11905,issue_type_2
3624,issue_type_2
5036,issue_type_2
15035,issue_type_2
1227,issue_type_2
9129,issue_type_2
9987,issue_type_2
11360,issue_type_2
18542,issue_type_2
6274,issue_type_2
9043,issue_type_2
11952,issue_type_2
8808,issue_type_2
344,issue_type_2
8138,issue_type_2
13462,issue_type_2
16950,issue_type_2
6408,issue_type_2
17007,issue_type_2
2006,issue_type_2
17858,issue_type_2
16043,issue_type_2
13534,issue_type_2
618,issue_type_2
9261,issue_type_2
12843,issue_type_2
13240,issue_type_2
12849,issue_type_2
1131,issue_type_2
549,issue_type_2
13033,issue_type_2
2640,issue_type_2
14982,issue_type_2
11656,issue_type_2
273,issue_type_2
889,issue_type_2
13433,issue_type_2
932,issue_type_2
13165,issue_type_2
6130,issue_type_2
2512,issue_type_2
5721,issue_type_2
17018,issue_type_2
7648,issue_type_2
15589,issue_type_2
7560,issue_type_2
4243,issue_type_2
8966,issue_type_2
17333,issue_type_2
14304,issue_type_2
16511,issue_type_4
16641,issue_type_2
13910,issue_type_2
7846,issue_type_2
12175,issue_type_2
1460,issue_type_2
11854,issue_type_2
13846,issue_type_2
11750,issue_type_2
17725,issue_type_2
9660,issue_type_2
9299,issue_type_2
289,issue_type_4
5218,issue_type_2
2461,issue_type_2
11326,issue_type_1
8745,issue_type_2
8376,issue_type_2
13483,issue_type_2
7612,issue_type_2
1218,issue_type_2
6598,issue_type_2
9318,issue_type_2
10830,issue_type_1
1183,issue_type_2
17564,issue_type_2
15165,issue_type_2
17347,issue_type_2
13747,issue_type_2
18063,issue_type_2
17162,issue_type_2
11477,issue_type_2
5229,issue_type_2
3395,issue_type_2
6523,issue_type_2
16504,issue_type_2
14323,issue_type_2
13309,issue_type_2
11856,issue_type_2
353,issue_type_2
10371,issue_type_2
2272,issue_type_2
15052,issue_type_2
6022,issue_type_2
8260,issue_type_2
10668,issue_type_4
11748,issue_type_2
9547,issue_type_2
9866,issue_type_2
3282,issue_type_2
2595,issue_type_2
4872,issue_type_2
8772,issue_type_2
10441,issue_type_2
7402,issue_type_2
12880,issue_type_2
13130,issue_type_2
1657,issue_type_2
16104,issue_type_2
9015,issue_type_2
7773,issue_type_2
2009,issue_type_2
9044,issue_type_2
13958,issue_type_2
10388,issue_type_2
12922,issue_type_2
14936,issue_type_2
5539,issue_type_2
829,issue_type_2
17818,issue_type_2
4110,issue_type_4
8818,issue_type_2
3089,issue_type_2
11340,issue_type_4
12256,issue_type_2
12871,issue_type_2
4811,issue_type_2
17388,issue_type_2
9593,issue_type_2
12543,issue_type_2
5651,issue_type_4
6925,issue_type_2
8843,issue_type_2
1917,issue_type_2
9530,issue_type_2
6106,issue_type_2
7680,issue_type_2
3686,issue_type_2
16839,issue_type_2
8713,issue_type_2
7246,issue_type_2
842,issue_type_2
16459,issue_type_2
6843,issue_type_2
9515,issue_type_2
3022,issue_type_2
13016,issue_type_2
4631,issue_type_2
2270,issue_type_2
6714,issue_type_2
213,issue_type_2
9817,issue_type_2
374,issue_type_2
18041,issue_type_2
16946,issue_type_2
14594,issue_type_2
12217,issue_type_2
